"lemma","count","strong","lexicon"
"μερίζω",2,"G33070","{'brief': 'I divide, part, share', 'long': 'I divide into parts, divide, part, share, distribute; mid: I share, take part in a partitioning; I distract.'}"
"διαστρέφω",7,"G12940","{'brief': 'I pervert, corrupt, oppose', 'long': 'I pervert, corrupt, oppose, distort.'}"
"πλανάω",29,"G41050","{'brief': 'I lead astray, deceive', 'long': 'I lead astray, deceive, cause to wander.'}"
"ἀποστρέφω",8,"G06540","{'brief': 'I turn away, restore, reject', 'long': 'I turn away, pervert, remove; I restore, replace; mid: I desert, reject.'}"
"ἀστοχέω",3,"G07950","{'brief': 'I miss the mark, miss my aim, make a false aim', 'long': 'I miss the mark, miss my aim, make a false aim, fail.'}"
"ἐκδίκησις",9,"G15570","{'brief': 'a defense, vengeance, full punishment', 'long': '(a) a defense, avenging, vindication, vengeance, (b) full (complete) punishment.'}"
"ἐκδικέω",6,"G15560","{'brief': 'I give justice over, defend, avenge, vindicate', 'long': 'I give justice over, defend, avenge, vindicate.'}"
"ἔκδικος",2,"G15580","{'brief': 'avenging, an avenger', 'long': 'avenging, subst: an avenger (the word occurs frequently in the sense of a special advocate [champion] of a city).'}"
"εὐλάβεια",1,"G21240","{'brief': 'reverence, piety', 'long': 'reverence, fear of God, piety.'}"
"ἀξίνη",2,"G05130","{'brief': 'an axe', 'long': 'an axe.'}"
"δοχή",2,"G14030","{'brief': 'a reception, party', 'long': 'a feast, banquet, reception.'}"
"κρίθινος",2,"G29160","{'brief': 'made of barley', 'long': 'made of barley.'}"
"κριθή",1,"G29150","{'brief': 'barley', 'long': 'barley.'}"
"στεῖρος",4,"G47230","{'brief': 'barren', 'long': 'barren.'}"
"κόφινος",6,"G28940","{'brief': 'a large basket', 'long': 'a large basket.'}"
"μόδιος",3,"G34260","{'brief': 'a dry measure, nearly two English gallons', 'long': 'a dry measure, nearly two English gallons.'}"
"σαργάνη",1,"G45530","{'brief': 'a basket', 'long': 'a basket, generally of twisted cords.'}"
"σπυρίς",5,"G47110","{'brief': 'a plaited basket', 'long': 'a plaited basket.'}"
"βαστάζω",24,"G09410","{'brief': 'I carry, carry away, bear', 'long': '(a) I carry, bear, (b) I carry (take) away.'}"
"γεννάω",8,"G10800","{'brief': 'I beget, bring forth, give birth to', 'long': 'I beget (of the male), (of the female) I bring forth, give birth to.'}"
"ποιέω",8,"G41600","{'brief': 'I do, make', 'long': '(a) I make, manufacture, construct, (b) I do, act, cause.'}"
"στέγω",4,"G47220","{'brief': 'I cover, conceal, bear with', 'long': 'I cover, conceal, ward off, bear with, endure patiently.'}"
"τίκτω",3,"G50880","{'brief': 'I bear, bring forth, produce', 'long': 'I bear, bring forth, produce, beget, yield.'}"
"τεκνογονέω",1,"G50410","{'brief': 'I bear children', 'long': 'I bear children, beget, rear a family.'}"
"φέρω",9,"G53420","{'brief': 'I carry, bear, bring, lead', 'long': 'I carry, bear, bring; I conduct, lead; perhaps: I make publicly known.'}"
"φορέω",2,"G54090","{'brief': 'I carry, wear', 'long': 'I carry, wear, bear constantly.'}"
"ἀνέχω",15,"G04300","{'brief': 'I endure, bear with', 'long': 'I endure, bear with, have patience with, suffer, admit, persist.'}"
"ἀναφέρω",1,"G03990","{'brief': 'I carry up, lead up, offer up', 'long': '(a) I carry up, lead up, (b) I offer up (on a high altar) as a sacrifice, offer up to God on high.'}"
"αἴρω",2,"G01420","{'brief': 'I raise, lift up', 'long': 'I raise, lift up, take away, remove.'}"
"ἄρκος",1,"G07150","{'brief': 'a bear', 'long': 'a bear.'}"
"θηρίον",43,"G23420","{'brief': 'a wild beast, animal', 'long': 'properly: a wild beast, hence: any animal; met: a brute.'}"
"κτῆνος",3,"G29340","{'brief': 'a beast of burden', 'long': 'a beast of burden (generally, a horse or mule) either for riding or for carrying loads on its back, or for yoking to a cart or carriage.'}"
"αἰτέω",2,"G01540","{'brief': 'I ask, request, beg, petition', 'long': 'I ask, request, petition, demand.'}"
"δέω",6,"G12100","{'brief': 'I bind', 'long': 'I bind, tie, fasten; I impel, compel; I declare to be prohibited and unlawful.'}"
"παρακαλέω",46,"G38700","{'brief': 'I summon, entreat, admonish, comfort', 'long': '(a) I send for, summon, invite, (b) I beseech, entreat, beg, (c) I exhort, admonish, (d) I comfort, encourage, console.'}"
"προσαίτης",2,"G43195","{'brief': 'I beg', 'long': 'I beg, ask earnestly, ask for in addition.'}"
"προσαιτέω",1,"G43190","{'brief': 'I beg', 'long': 'I beg, ask earnestly, ask for in addition.'}"
"ἐντυγχάνω",2,"G17930","{'brief': 'I meet, encounter, call upon, make a petition', 'long': '(a) I meet, encounter, hence: (b) I call (upon), make a petition, make suit, supplication.'}"
"ἐπαιτέω",2,"G18710","{'brief': 'I beg, ask alms', 'long': 'I beg, am a beggar, ask alms.'}"
"ἐρωτάω",5,"G20650","{'brief': 'I ask, question, request', 'long': '(a) I ask (a question), question, (b) I request, make a request to, pray.'}"
"παραδίδωμι",48,"G38600","{'brief': 'I hand over, deliver, betray', 'long': 'I hand over, pledge, hand down, deliver, commit, commend, betray, abandon.'}"
"προδότης",3,"G42730","{'brief': 'a betrayer', 'long': 'a betrayer, traitor.'}"
"σήμερον",2,"G45940","{'brief': 'today, now', 'long': 'today, now.'}"
"ἡμέρα",387,"G22500","{'brief': 'a day', 'long': 'a day, the period from sunrise to sunset.'}"
"ὥρα",32,"G56100","{'brief': 'an hour, season', 'long': '(a) a definite space of time, a season, (b) an hour, (c) the particular time for anything.'}"
"μήν",19,"G33760","{'brief': 'a month', 'long': 'a (lunar) month.'}"
"φυλακή",21,"G54380","{'brief': 'a watching, guard, prison, imprisonment', 'long': 'a watching, keeping guard; a guard, prison; imprisonment.'}"
"ἐνιαυτός",11,"G17630","{'brief': 'a year', 'long': 'a year, cycle of time.'}"
"ἔτος",48,"G20940","{'brief': 'a year', 'long': 'a year.'}"
"ἄμωμος",1,"G02990","{'brief': 'blameless', 'long': 'blameless, without blemish, unblemished, faultless.'}"
"θαρρέω",5,"G22920","{'brief': 'I am courageous, of good cheer', 'long': 'I am courageous, confident, of good cheer.'}"
"παρρησία",12,"G39540","{'brief': 'freedom, confidence', 'long': 'freedom, openness, especially in speech; boldness, confidence.'}"
"παρρησιάζομαι",9,"G39550","{'brief': 'I speak freely, boldly', 'long': 'I speak freely, boldly; I am confident.'}"
"τολμάω",3,"G51110","{'brief': 'I dare, endure, am bold', 'long': 'I dare, endure, am bold, have courage, make up the mind.'}"
"τολμηρότερον",1,"G51120","{'brief': 'more boldly', 'long': 'more boldly, more freely, with more confidence.'}"
"τολμητής",1,"G51130","{'brief': 'a daring, presumptuous man', 'long': 'a daring, bold man.'}"
"ἀποτολμάω",1,"G06620","{'brief': 'I assume boldness', 'long': 'I assume boldness.'}"
"γονυπετέω",1,"G11200","{'brief': 'I fall on my knees before, supplicate, entreat', 'long': 'I fall on my knees before (in supplication), supplicate, entreat.'}"
"τίθημι",6,"G50870","{'brief': 'I put, place', 'long': 'I put, place, lay, set, fix, establish.'}"
"κάμπτω",4,"G25780","{'brief': 'I bend, bow', 'long': 'I bend, bow.'}"
"κλίνω",2,"G28270","{'brief': 'I rest, recline, make to yield', 'long': 'trans: I rest, recline; I bend, incline; I cause to give ground, make to yield; intrans: I decline, approach my end.'}"
"πίπτω",21,"G40980","{'brief': 'I fall, fall under', 'long': 'I fall, fall under (as under condemnation), fall prostrate.'}"
"προσπίπτω",7,"G43630","{'brief': 'I fall down before, beat against', 'long': '(a) I fall down before, (b) I beat against, rush violently upon.'}"
"προσκυνέω",5,"G43520","{'brief': 'I worship', 'long': 'I go down on my knees to, do obeisance to, worship.'}"
"συνκάμπτω",1,"G47810","{'brief': 'I oppress, bend together', 'long': 'I oppress, bend together.'}"
"τόξον",1,"G51150","{'brief': 'a bow', 'long': 'a bow.'}"
"ἄρτος",97,"G07400","{'brief': 'bread, a loaf, food', 'long': 'bread, a loaf, food.'}"
"θώραξ",5,"G23820","{'brief': 'a breast-plate', 'long': 'a breast-plate, corslet, cuirass.'}"
"πνεῦμα",1,"G41510","{'brief': 'wind, breath, spirit', 'long': 'wind, breath, spirit.'}"
"πνοή",2,"G41570","{'brief': 'breath, wind', 'long': '(a) breath, (b) gust, breeze, wind.'}"
"γυνή",1,"G11350","{'brief': 'a woman, wife, my lady', 'long': 'a woman, wife, my lady.'}"
"νύμφη",5,"G35650","{'brief': 'a bride, daughter-in-law', 'long': '(a) a bride, young wife, young woman, (b) a daughter-in-law.'}"
"νυμφίος",16,"G35660","{'brief': 'a bridegroom', 'long': 'a bridegroom.'}"
"χαλκολίβανον",2,"G54740","{'brief': 'orichalcum, or frankincense of a yellow color', 'long': 'orichalcum, a fine metal, or frankincense of a yellow color.'}"
"χαλκός",1,"G54750","{'brief': 'copper, brass, money', 'long': 'copper, brass, money; a brazen musical instrument.'}"
"χαλκοῦς",1,"G54700","{'brief': 'made of bronze', 'long': 'made of bronze, bronze, brass.'}"
"βάρος",5,"G09220","{'brief': 'a weight, burden', 'long': 'a weight, burden, lit. or met.'}"
"βαρέω",5,"G09160","{'brief': 'I weight, load, burden', 'long': 'I weight, load, burden, lit. and met.'}"
"βαρύς",1,"G09260","{'brief': 'heavy, weighty, burdensome', 'long': 'heavy, weighty, burdensome, lit. and met; violent, oppressive.'}"
"καταναρκάω",3,"G26550","{'brief': 'I burden, encumber', 'long': '(properly a medical term: I stupefy, hence) I burden, encumber.'}"
"καταβαρέω",1,"G25990","{'brief': 'I burden, oppress', 'long': 'I burden, oppress, weigh down.'}"
"φορτίζω",2,"G54120","{'brief': 'I load, burden', 'long': 'I load, burden; pass: I am laden.'}"
"σωρεύω",1,"G49870","{'brief': 'I heap up, load', 'long': 'I heap up, load.'}"
"φορτίον",5,"G54130","{'brief': 'a burden, freight', 'long': 'a burden; the freight of a ship.'}"
"ἐπιβαρέω",3,"G19120","{'brief': 'I burden', 'long': 'I put a burden on, am burdensome.'}"
"ὁλοκαύτωμα",3,"G36460","{'brief': 'a whole burnt offering', 'long': 'a whole burnt offering.'}"
"θάπτω",11,"G22900","{'brief': 'I bury', 'long': 'I bury.'}"
"συγκομίζω",1,"G47920","{'brief': 'I bear away together with', 'long': 'I bear away together with, as in carrying away a corpse.'}"
"συνθάπτω",2,"G49160","{'brief': 'I bury along with', 'long': 'I bury along with.'}"
"ταφή",1,"G50270","{'brief': 'a burial', 'long': 'a burial, burial place.'}"
"ἐνταφιάζω",2,"G17790","{'brief': 'I embalm, prepare for burial', 'long': 'I embalm, prepare for burial.'}"
"ἐνταφιασμός",2,"G17800","{'brief': 'embalming, preparation of a body for burial', 'long': 'embalming, preparation of a body for burial.'}"
"κάμηλος",6,"G25740","{'brief': 'a camel', 'long': 'a camel or dromedary.'}"
"αἰχμαλωσία",1,"G01610","{'brief': 'captivity', 'long': 'captivity; a captive multitude.'}"
"αἰχμαλωτίζω",4,"G01630","{'brief': 'I take captive, subdue, ensnare', 'long': 'I take captive (in war); I subdue, ensnare.'}"
"αἰχμάλωτος",1,"G01640","{'brief': 'a captive, prisoner', 'long': 'a captive (in war), a prisoner.'}"
"συνλαμβάνω",8,"G48150","{'brief': 'I seize, apprehend, become pregnant', 'long': 'I seize, apprehend, assist, conceive, become pregnant.'}"
"ἅλωσις",1,"G02590","{'brief': 'capture, capturing', 'long': 'capture, capturing.'}"
"ἐκβάλλω",69,"G15440","{'brief': 'I throw, cast, put out, banish, bring forth, produce', 'long': 'I throw (cast, put) out; I banish; I bring forth, produce.'}"
"ἁρπάζω",14,"G07260","{'brief': 'I seize, snatch, obtain by robbery', 'long': 'I seize, snatch, obtain by robbery.'}"
"ἄχυρον",2,"G08920","{'brief': 'chaff', 'long': 'chaff.'}"
"ἅρμα",4,"G07160","{'brief': 'a chariot', 'long': 'a chariot, vehicle.'}"
"ῥέδη",1,"G44800","{'brief': 'a chariot', 'long': 'a chariot.'}"
"Χερούβ",1,"G55020","{'brief': 'Cherubim', 'long': 'Cherubim.'}"
"πρῶτος",3,"G44130","{'brief': 'first, before', 'long': 'first, before, principal, most important.'}"
"πολιτεύω",1,"G41760","{'brief': 'I live the life of a citizen', 'long': 'I live the life of a citizen, live.'}"
"πολίτευμα",1,"G41750","{'brief': 'a state, commonwealth', 'long': 'a state, commonwealth.'}"
"πολίτης",4,"G41770","{'brief': 'a citizen', 'long': 'a citizen, fellow-citizen.'}"
"πολιτεία",2,"G41740","{'brief': 'citizen body, citizenship', 'long': '(a) commonwealth, polity; citizen body, (b) (the Roman) citizenship, citizen-rights, franchise.'}"
"συνπολίτης",1,"G48470","{'brief': 'a fellow citizen', 'long': 'a fellow citizen.'}"
"περιβάλλω",17,"G40160","{'brief': 'I cast around, clothe', 'long': 'I cast around, wrap a garment about, put on; hence mid: I put on to myself, clothe myself, dress; I draw (a line).'}"
"στολή",6,"G47490","{'brief': 'a long robe', 'long': 'a long robe, worn by the upper classes in the East.'}"
"ἀμφιέζω",1,"G02940","{'brief': 'I put on, clothe', 'long': 'I put on, clothe.'}"
"ἐγκομβόομαι",1,"G14630","{'brief': 'I clothe myself', 'long': 'I clothe myself (originally: I tie round in a knot).'}"
"ἐκδύω",1,"G15620","{'brief': 'I put off, take off, strip off', 'long': 'I put off, take off, strip off, with acc. of person or garment or both.'}"
"ἐνδύω",26,"G17460","{'brief': 'I put on, clothe', 'long': 'I put on, clothe (another).'}"
"ἐνδιδύσκω",2,"G17370","{'brief': 'I put on, clothe', 'long': '(somewhat rare) (of clothing: I put on another); mid: I put on (myself).'}"
"ἔνδυμα",8,"G17420","{'brief': 'a garment, raiment', 'long': 'a garment, raiment, clothing.'}"
"ἐπενδύομαι",2,"G19020","{'brief': 'I put on over', 'long': 'I have on over (as a garment); mid: I put on myself in addition.'}"
"ἐσθής",2,"G20660","{'brief': 'clothing, raiment', 'long': 'clothing, raiment, vestment, robe.'}"
"ἀμφιέννυμι",1,"G02940","{'brief': 'I put on, clothe', 'long': 'I put on, clothe.'}"
"ἱμάτιον",57,"G24400","{'brief': 'outer garment', 'long': ' a long flowing outer garment, tunic.'}"
"ἱματίζω",2,"G24390","{'brief': 'I clothe', 'long': 'I clothe, provide clothing for; pass: I am clothed.'}"
"ἱματισμός",1,"G24410","{'brief': 'raiment, clothing', 'long': 'a collective word: raiment, clothing.'}"
"παράκλητος",4,"G38750","{'brief': 'an advocate, comforter, helper, Paraclete', 'long': '(a) an advocate, intercessor, (b) a consoler, comforter, helper, (c) Paraclete.'}"
"παράκλησις",12,"G38740","{'brief': 'exhortation, entreaty, encouragement, comfort', 'long': 'a calling for, summons, hence: (a) exhortation, (b) entreaty, (c) encouragement, joy, gladness, (d) consolation, comfort.'}"
"παραμυθέομαι",3,"G38880","{'brief': 'I encourage, comfort, console', 'long': 'I encourage, comfort, console, exhort.'}"
"παραμυθία",1,"G38890","{'brief': 'encouragement, comfort', 'long': 'encouragement, comfort, consolation, exhortation.'}"
"παραμύθιον",1,"G38900","{'brief': 'comfort, consolation', 'long': 'comfort, consolation, an exhortation, persuasion, encouragement.'}"
"παρηγορία",1,"G39310","{'brief': 'solace, consolation', 'long': 'solace, consolation, comfort.'}"
"χιλίαρχος",21,"G55060","{'brief': 'a military tribune', 'long': 'a commander of a thousand men, a military tribune.'}"
"κατεργάζομαι",2,"G27160","{'brief': 'I work out, produce, accomplish', 'long': 'I effect by labor, achieve, work out, bring about.'}"
"παρατίθημι",5,"G39080","{'brief': 'I set before, serve, entrust to', 'long': '(a) I set (especially a meal) before, serve, (b) act. and mid: I deposit with, entrust to, (c) I bring forward, quote as evidence.'}"
"πράσσω",1,"G42380","{'brief': 'I do, fare, require', 'long': 'I do, perform, accomplish; be in any condition, i.e. I fare; I exact, require.'}"
"μέτοχος",2,"G33530","{'brief': 'a sharer, partner', 'long': 'a sharer, partner, associate.'}"
"συνεργός",12,"G49040","{'brief': 'a fellow worker', 'long': 'a fellow worker, associate, helper.'}"
"ὁμιλία",1,"G36570","{'brief': 'intercourse, companionship, conversation', 'long': 'intercourse, companionship, conversation, association.'}"
"καταβολή",11,"G26020","{'brief': 'a foundation, depositing, sowing', 'long': '(a) foundation, (b) depositing, sowing, deposit, technically used of the act of conception.'}"
"κοίτη",3,"G28450","{'brief': 'a bed, marriage bed', 'long': '(a) a bed, (b) a marriage bed; plur: repeated (immoral) sexual intercourse.'}"
"ἔχω",6,"G21920","{'brief': 'I have, hold, possess', 'long': 'I have, hold, possess.'}"
"πείθω",22,"G39820","{'brief': 'I persuade, urge', 'long': 'I persuade, urge.'}"
"πεποίθησις",6,"G40060","{'brief': 'confidence, trust', 'long': 'confidence, trust, reliance.'}"
"ὑπόστασις",3,"G52870","{'brief': 'assurance, substance, reality', 'long': '(lit: an underlying), (a) confidence, assurance, (b) a giving substance (or reality) to, or a guaranteeing, (c) substance, reality.'}"
"βεβαιόω",7,"G09500","{'brief': 'I confirm, ratify', 'long': 'I confirm, ratify, secure, establish; pass: I guarantee.'}"
"κυρόω",1,"G29640","{'brief': 'I ratify, confirm', 'long': 'I ratify, confirm, make valid, reaffirm, assure.'}"
"στηρίζω",11,"G47410","{'brief': 'I fix firmly, strengthen', 'long': '(a) I fix firmly, direct myself towards, (b) generally met: I buttress, prop, support; I strengthen, establish.'}"
"κατακαίω",1,"G26180","{'brief': 'I burn up, consume entirely', 'long': 'I burn up, consume entirely.'}"
"καταναλίσκω",1,"G26540","{'brief': 'I consume utterly', 'long': 'I use up, spend, consume (as with fire).'}"
"κατεσθίω",14,"G27190","{'brief': 'I eat till it is finished', 'long': 'I eat up, eat till it is finished, devour, squander, annoy, injure.'}"
"ἀναλόω",1,"G03550","{'brief': 'I destroy, annihilate', 'long': 'I destroy, annihilate, expend, consume.'}"
"ἀναιρέω",2,"G03370","{'brief': 'I take up, abolish, murder', 'long': 'I take up, take away the life of, make an end of, murder.'}"
"διαφθείρω",4,"G13110","{'brief': 'I destroy, waste, corrupt', 'long': 'I destroy, waste; hence met: I corrupt.'}"
"καταφθείρω",1,"G27040","{'brief': 'I destroy, corrupt', 'long': 'I destroy, corrupt.'}"
"μιαίνω",5,"G33920","{'brief': 'I stain, pollute, defile', 'long': 'I stain, pollute, defile, corrupt.'}"
"σαπρός",6,"G45500","{'brief': 'rotten, useless, corrupt', 'long': 'rotten, useless, corrupt, depraved.'}"
"φθαρτός",2,"G53490","{'brief': 'corruptible, perishable', 'long': 'corruptible, perishable.'}"
"φθείρω",7,"G53510","{'brief': 'I corrupt, spoil, destroy', 'long': 'I corrupt, spoil, destroy, ruin.'}"
"φθορά",5,"G53560","{'brief': 'corruption, destruction, decay', 'long': 'corruption, destruction, decay, rottenness, decomposition.'}"
"συνέδριον",22,"G48920","{'brief': 'a council, the Sanhedrin', 'long': 'a council, tribunal; the Sanhedrin, the meeting place of the Sanhedrin.'}"
"βουλευτής",2,"G10100","{'brief': 'a member of a city council, of the Sanhedrin', 'long': 'a member of a city council, in NT of the Sanhedrin at Jerusalem.'}"
"συμβούλιον",3,"G48240","{'brief': 'a council, advice', 'long': '(a) a body of advisers (assessors) in a court, a council, (b) abstr: consultation, counsel, advice; resolution, decree.'}"
"βουλεύω",3,"G10110","{'brief': 'I deliberate, take counsel', 'long': 'I deliberate, take counsel, determine.'}"
"βουλή",5,"G10120","{'brief': 'counsel, deliberate wisdom', 'long': 'counsel, deliberate wisdom, decree.'}"
"συμβουλεύω",2,"G48230","{'brief': 'I give advice', 'long': 'I give advice, exhort; mid: I take counsel together, consult.'}"
"σύμβουλος",1,"G48250","{'brief': 'an adviser, counselor', 'long': 'an adviser, counselor.'}"
"εὐθυμέω",2,"G21140","{'brief': 'I am cheerful', 'long': 'I keep up spirit, am cheerful, am of good courage.'}"
"εὐψυχέω",1,"G21740","{'brief': 'I am of good cheer', 'long': 'I am of good cheer.'}"
"εὔθυμος",1,"G21150","{'brief': 'cheerful, having good courage', 'long': 'cheerful, having good courage.'}"
"θαρσέω",7,"G22930","{'brief': 'be of good cheer', 'long': 'I am of good courage, good cheer, am bold.'}"
"θάρσος",1,"G22940","{'brief': 'courage', 'long': 'courage, confidence.'}"
"προτρέπω",1,"G43890","{'brief': 'I encourage, exhort', 'long': 'I encourage, exhort, persuade.'}"
"αὐλή",5,"G08330","{'brief': 'court-yard, fore-court, palace, house', 'long': 'court-yard, fore-court, sheep-fold; but it may be understood as: palace, house.'}"
