"book_id","chapter","verse","alignment_num","origWordsText","origWordsCount","origWordsBetween","targetWordsText","targetWordsCount","targetWordsBetween","alignmentText","alignmentTxtFrequency","originalWord","lemma","strong","alignmentsTotal","alignmentsTextFreqPeak","frequencyWarning","originalWordsCountWarning","targetWordsCountWarning","originalWordsBetweenWarning","targetWordsBetweenWarning"
"1co","10","9","2","τὸν Κύριον",2,0,"Christ",1,0,"τὸν Κύριον = Christ",1.5384615384615385,"Κύριον","κύριος","G29620",65,63.07692307692307,"For Κύριον - Specific alignment ""τὸν Κύριον = Christ"" used infrequently: 1.5% out of 65 total alignments, threshold 3.2% (5.0% of peak 63%)","","","",""
"1co","11","10","5","ἐξουσίαν",1,0,"a symbol of authority",4,0,"ἐξουσίαν = a symbol of authority",1.7543859649122806,"ἐξουσίαν","ἐξουσία","G18490",57,54.385964912280706,"For ἐξουσίαν - Specific alignment ""ἐξουσίαν = a symbol of authority"" used infrequently: 1.8% out of 57 total alignments, threshold 2.7% (5.0% of peak 54%)","","","",""
"1co","11","13","2","ὑμῖν αὐτοῖς",2,0,"yourselves",1,0,"ὑμῖν αὐτοῖς = yourselves",0.18018018018018017,"αὐτοῖς","αὐτός","G08460",555,57.117117117117125,"For αὐτοῖς - Specific alignment ""ὑμῖν αὐτοῖς = yourselves"" used infrequently: 0.2% out of 555 total alignments, threshold 2.9% (5.0% of peak 57%)","","","",""
"1co","11","18","1","πρῶτον μὲν",2,0,"in the first place",4,0,"πρῶτον μὲν = in the first place",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""πρῶτον μὲν = in the first place"" used infrequently: 0.8% out of 126 total alignments, threshold 1.3% (5.0% of peak 26%)","","","",""
"1co","11","19","1","δεῖ",1,0,"there must",2,0,"δεῖ = there must",1.2658227848101267,"δεῖ","δέω","G12100",79,58.22784810126582,"For δεῖ - Specific alignment ""δεῖ = there must"" used infrequently: 1.3% out of 79 total alignments, threshold 2.9% (5.0% of peak 58%)","","","",""
"1co","11","20","5","τὸ αὐτὸ",2,0,"one place",2,0,"τὸ αὐτὸ = one place",1.3333333333333335,"αὐτὸ","αὐτός","G08460",75,26.666666666666668,"For αὐτὸ - Specific alignment ""τὸ αὐτὸ = one place"" used infrequently: 1.3% out of 75 total alignments, threshold 1.3% (5.0% of peak 27%)","","","",""
"1co","11","27","1","ὥστε",1,0,"therefore",1,0,"ὥστε = therefore",1.1904761904761905,"ὥστε","ὥστε","G56200",84,26.190476190476193,"For ὥστε - Specific alignment ""ὥστε = therefore"" used infrequently: 1.2% out of 84 total alignments, threshold 1.3% (5.0% of peak 26%)","","","",""
"1co","11","34","16","ὡς ἂν",2,0,"as soon as",3,0,"ὡς ἂν = as soon as",0.19646365422396855,"ὡς","ὡς","G56130",509,39.09626719056975,"For ὡς - Specific alignment ""ὡς ἂν = as soon as"" used infrequently: 0.2% out of 509 total alignments, threshold 2.0% (5.0% of peak 39%)","","","",""
"1co","12","13","22","ἓν",1,0,"of one",2,0,"ἓν = of one",1.8867924528301887,"ἓν","εἷς","G15200",53,60.37735849056604,"For ἓν - Specific alignment ""ἓν = of one"" used infrequently: 1.9% out of 53 total alignments, threshold 3.0% (5.0% of peak 60%)","","","",""
"1co","12","19","5","ἓν",1,0,"same",1,0,"ἓν = same",1.8867924528301887,"ἓν","εἷς","G15200",53,60.37735849056604,"For ἓν - Specific alignment ""ἓν = same"" used infrequently: 1.9% out of 53 total alignments, threshold 3.0% (5.0% of peak 60%)","","","",""
"1co","12","2","4","ἔθνη",1,0,"pagans",1,0,"ἔθνη = pagans",1.8867924528301887,"ἔθνη","ἔθνος","G14840",53,43.39622641509434,"For ἔθνη - Specific alignment ""ἔθνη = pagans"" used infrequently: 1.9% out of 53 total alignments, threshold 2.2% (5.0% of peak 43%)","","","",""
"1co","12","2","9","ὡς ἂν",2,0,"in whatever ways",3,0,"ὡς ἂν = in whatever ways",0.19646365422396855,"ὡς","ὡς","G56130",509,39.09626719056975,"For ὡς - Specific alignment ""ὡς ἂν = in whatever ways"" used infrequently: 0.2% out of 509 total alignments, threshold 2.0% (5.0% of peak 39%)","","","",""
"1co","12","20","2","πολλὰ μὲν",2,0,"there are many",3,0,"πολλὰ μὲν = there are many",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""πολλὰ μὲν = there are many"" used infrequently: 0.8% out of 126 total alignments, threshold 1.3% (5.0% of peak 26%)","","","",""
"1co","12","21","2","οὐ δύναται δὲ",3,0,"cannot",1,0,"οὐ δύναται δὲ = cannot",1.2048192771084338,"δύναται","δύναμαι","G14100",83,27.710843373493976,"For δύναται - Specific alignment ""οὐ δύναται δὲ = cannot"" used infrequently: 1.2% out of 83 total alignments, threshold 1.4% (5.0% of peak 28%)","For δύναται - Too many original language words in alignment: 3, threshold 3","","",""
"1co","12","25","14","αὐτὸ",1,0,"same affection",2,0,"αὐτὸ = same affection",1.3333333333333335,"αὐτὸ","αὐτός","G08460",75,26.666666666666668,"For αὐτὸ - Specific alignment ""αὐτὸ = same affection"" used infrequently: 1.3% out of 75 total alignments, threshold 1.3% (5.0% of peak 27%)","","","",""
"1co","12","27","3","σῶμα",1,0,"the body",2,0,"σῶμα = the body",1.6666666666666667,"σῶμα","σῶμα","G49830",60,66.66666666666666,"For σῶμα - Specific alignment ""σῶμα = the body"" used infrequently: 1.7% out of 60 total alignments, threshold 3.3% (5.0% of peak 67%)","","","",""
"1co","12","3","17","Κύριος",1,0,"is Lord",2,0,"Κύριος = is Lord",1.4492753623188406,"Κύριος","κύριος","G29620",138,59.42028985507246,"For Κύριος - Specific alignment ""Κύριος = is Lord"" used infrequently: 1.4% out of 138 total alignments, threshold 3.0% (5.0% of peak 59%)","","","",""
"1co","12","8","1","ᾧ μὲν",2,0,"to one",2,0,"ᾧ μὲν = to one",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""ᾧ μὲν = to one"" used infrequently: 0.8% out of 126 total alignments, threshold 1.3% (5.0% of peak 26%)","","","",""
"1co","12","9","4","αὐτῷ",1,0,"same",1,0,"αὐτῷ = same",0.5854800936768151,"αὐτῷ","αὐτός","G08460",854,41.92037470725995,"For αὐτῷ - Specific alignment ""αὐτῷ = same"" used infrequently: 0.6% out of 854 total alignments, threshold 2.1% (5.0% of peak 42%)","","","",""
"1co","14","17","2","μὲν",1,0,"certainly",1,0,"μὲν = certainly",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""μὲν = certainly"" used infrequently: 0.8% out of 126 total alignments, threshold 1.3% (5.0% of peak 26%)","","","",""
"1co","14","26","15","ἔχει",1,0,"or has",2,0,"ἔχει = or has",0.8620689655172413,"ἔχει","ἔχω","G21920",116,40.51724137931034,"For ἔχει - Specific alignment ""ἔχει = or has"" used infrequently: 0.9% out of 116 total alignments, threshold 2.0% (5.0% of peak 41%)","","","",""
"1co","14","31","4","καθ’ ἕνα",2,0,"one by one",3,0,"καθ’ ἕνα = one by one",2.3255813953488373,"ἕνα","εἷς","G15200",43,76.74418604651163,"For ἕνα - Specific alignment ""καθ’ ἕνα = one by one"" used infrequently: 2.3% out of 43 total alignments, threshold 3.8% (5.0% of peak 77%)","","","",""
"1co","14","9","6","λόγον",1,0,"speech",1,0,"λόγον = speech",0.7518796992481203,"λόγον","λόγος","G30560",133,45.11278195488722,"For λόγον - Specific alignment ""λόγον = speech"" used infrequently: 0.8% out of 133 total alignments, threshold 2.3% (5.0% of peak 45%)","","","",""
"1co","15","23","13","τοῦ Χριστοῦ",2,0,"to Christ",2,0,"τοῦ Χριστοῦ = to Christ",0.7843137254901961,"Χριστοῦ","χριστός","G55470",255,57.647058823529406,"For Χριστοῦ - Specific alignment ""τοῦ Χριστοῦ = to Christ"" used infrequently: 0.8% out of 255 total alignments, threshold 2.9% (5.0% of peak 58%)","","","",""
"1co","15","38","0","ὁ δὲ Θεὸς",3,0,"But God",2,0,"ὁ δὲ Θεὸς = But God",0.41841004184100417,"Θεὸς","θεός","G23160",239,71.1297071129707,"For Θεὸς - Specific alignment ""ὁ δὲ Θεὸς = But God"" used infrequently: 0.4% out of 239 total alignments, threshold 3.6% (5.0% of peak 71%)","For Θεὸς - Too many original language words in alignment: 3, threshold 3","","",""
"1co","15","39","6","ἄλλη μὲν",2,0,"there is one",3,0,"ἄλλη μὲν = there is one",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""ἄλλη μὲν = there is one"" used infrequently: 0.8% out of 126 total alignments, threshold 1.3% (5.0% of peak 26%)","","","",""
"1co","15","40","11","ἑτέρα μὲν",2,0,"is one kind",3,0,"ἑτέρα μὲν = is one kind",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""ἑτέρα μὲν = is one kind"" used infrequently: 0.8% out of 126 total alignments, threshold 1.3% (5.0% of peak 26%)","","","",""
"1co","15","45","14","εἰς πνεῦμα",2,0,"a",1,0,"εἰς πνεῦμα = a",1.8867924528301887,"πνεῦμα","πνεῦμα","G41510",53,43.39622641509434,"For πνεῦμα - Specific alignment ""εἰς πνεῦμα = a"" used infrequently: 1.9% out of 53 total alignments, threshold 2.2% (5.0% of peak 43%)","","","",""
"1co","15","45","16","εἰς πνεῦμα",2,0,"spirit",1,0,"εἰς πνεῦμα = spirit",1.8867924528301887,"πνεῦμα","πνεῦμα","G41510",53,43.39622641509434,"For πνεῦμα - Specific alignment ""εἰς πνεῦμα = spirit"" used infrequently: 1.9% out of 53 total alignments, threshold 2.2% (5.0% of peak 43%)","","","",""
"1co","15","47","4","γῆς",1,0,"the earth",2,0,"γῆς = the earth",1.3793103448275863,"γῆς","γῆ","G10930",145,66.20689655172414,"For γῆς - Specific alignment ""γῆς = the earth"" used infrequently: 1.4% out of 145 total alignments, threshold 3.3% (5.0% of peak 66%)","","","",""
"1co","15","57","0","τῷ δὲ Θεῷ",3,0,"But",1,0,"τῷ δὲ Θεῷ = But",1.1695906432748537,"Θεῷ","θεός","G23160",171,28.07017543859649,"For Θεῷ - Specific alignment ""τῷ δὲ Θεῷ = But"" used infrequently: 1.2% out of 171 total alignments, threshold 1.4% (5.0% of peak 28%)","For Θεῷ - Too many original language words in alignment: 3, threshold 3","","",""
"1co","15","57","2","τῷ δὲ Θεῷ",3,0,"to God",2,0,"τῷ δὲ Θεῷ = to God",1.1695906432748537,"Θεῷ","θεός","G23160",171,28.07017543859649,"For Θεῷ - Specific alignment ""τῷ δὲ Θεῷ = to God"" used infrequently: 1.2% out of 171 total alignments, threshold 1.4% (5.0% of peak 28%)","For Θεῷ - Too many original language words in alignment: 3, threshold 3","","",""
"1co","16","15","4","οἰκίαν",1,0,"household",1,0,"οἰκίαν = household",2.4390243902439024,"οἰκίαν","οἰκία","G36140",41,58.536585365853654,"For οἰκίαν - Specific alignment ""οἰκίαν = household"" used infrequently: 2.4% out of 41 total alignments, threshold 2.9% (5.0% of peak 59%)","","","",""
"1co","16","3","11","τὴν χάριν",2,0,"gift",1,0,"τὴν χάριν = gift",1.8867924528301887,"χάριν","χάρις","G54850",53,49.056603773584904,"For χάριν - Specific alignment ""τὴν χάριν = gift"" used infrequently: 1.9% out of 53 total alignments, threshold 2.5% (5.0% of peak 49%)","","","",""
"1co","2","13","13","Πνεύματος",1,0,"by the Spirit",3,0,"Πνεύματος = by the Spirit",0.8849557522123894,"Πνεύματος","πνεῦμα","G41510",113,54.86725663716814,"For Πνεύματος - Specific alignment ""Πνεύματος = by the Spirit"" used infrequently: 0.9% out of 113 total alignments, threshold 2.7% (5.0% of peak 55%)","","","",""
"1co","2","14","13","καὶ οὐ δύναται",3,0,"He cannot",2,0,"καὶ οὐ δύναται = He cannot",1.2048192771084338,"δύναται","δύναμαι","G14100",83,27.710843373493976,"For δύναται - Specific alignment ""καὶ οὐ δύναται = He cannot"" used infrequently: 1.2% out of 83 total alignments, threshold 1.4% (5.0% of peak 28%)","For δύναται - Too many original language words in alignment: 3, threshold 3","","",""
"1co","2","15","6","αὐτὸς",1,0,"he himself",2,0,"αὐτὸς = he himself",2.027027027027027,"αὐτὸς","αὐτός","G08460",148,45.94594594594595,"For αὐτὸς - Specific alignment ""αὐτὸς = he himself"" used infrequently: 2.0% out of 148 total alignments, threshold 2.3% (5.0% of peak 46%)","","","",""
"1co","2","4","1","καὶ ὁ λόγος",3,0,"message",1,0,"καὶ ὁ λόγος = message",1.4285714285714286,"λόγος","λόγος","G30560",70,42.857142857142854,"For λόγος - Specific alignment ""καὶ ὁ λόγος = message"" used infrequently: 1.4% out of 70 total alignments, threshold 2.1% (5.0% of peak 43%)","For λόγος - Too many original language words in alignment: 3, threshold 3","","",""
"1co","3","13","15","αὐτὸ",1,0,"itself",1,0,"αὐτὸ = itself",1.3333333333333335,"αὐτὸ","αὐτός","G08460",75,26.666666666666668,"For αὐτὸ - Specific alignment ""αὐτὸ = itself"" used infrequently: 1.3% out of 75 total alignments, threshold 1.3% (5.0% of peak 27%)","","","",""
"1co","3","21","0","ὥστε",1,0,"For this reason",3,0,"ὥστε = For this reason",1.1904761904761905,"ὥστε","ὥστε","G56200",84,26.190476190476193,"For ὥστε - Specific alignment ""ὥστε = For this reason"" used infrequently: 1.2% out of 84 total alignments, threshold 1.3% (5.0% of peak 26%)","","","",""
"1co","3","23","2","Χριστοῦ",1,0,"Christ s",2,0,"Χριστοῦ = Christ s",1.9607843137254901,"Χριστοῦ","χριστός","G55470",255,57.647058823529406,"For Χριστοῦ - Specific alignment ""Χριστοῦ = Christ s"" used infrequently: 2.0% out of 255 total alignments, threshold 2.9% (5.0% of peak 58%)","","","",""
"1co","3","23","4","Χριστὸς",1,0,"Christ is",2,0,"Χριστὸς = Christ is",1.4705882352941175,"Χριστὸς","χριστός","G55470",68,82.35294117647058,"For Χριστὸς - Specific alignment ""Χριστὸς = Christ is"" used infrequently: 1.5% out of 68 total alignments, threshold 4.1% (5.0% of peak 82%)","","","",""
"1co","3","5","14","ὁ Κύριος",2,0,"the Lord",2,0,"ὁ Κύριος = the Lord",0.7246376811594203,"Κύριος","κύριος","G29620",138,59.42028985507246,"For Κύριος - Specific alignment ""ὁ Κύριος = the Lord"" used infrequently: 0.7% out of 138 total alignments, threshold 3.0% (5.0% of peak 59%)","","","",""
"1co","4","18","3","ὡς",1,0,"as though",2,0,"ὡς = as though",1.5717092337917484,"ὡς","ὡς","G56130",509,39.09626719056975,"For ὡς - Specific alignment ""ὡς = as though"" used infrequently: 1.6% out of 509 total alignments, threshold 2.0% (5.0% of peak 39%)","","","",""
"1co","4","19","13","λόγον",1,0,"talk",1,0,"λόγον = talk",1.5037593984962405,"λόγον","λόγος","G30560",133,45.11278195488722,"For λόγον - Specific alignment ""λόγον = talk"" used infrequently: 1.5% out of 133 total alignments, threshold 2.3% (5.0% of peak 45%)","","","",""
"1co","4","3","11","ἡμέρας",1,0,"a",1,0,"ἡμέρας = a",1.3888888888888888,"ἡμέρας","ἡμέρα","G22500",144,40.97222222222222,"For ἡμέρας - Specific alignment ""ἡμέρας = a"" used infrequently: 1.4% out of 144 total alignments, threshold 2.0% (5.0% of peak 41%)","","","",""
"1co","4","3","13","ἡμέρας",1,0,"court",1,0,"ἡμέρας = court",0.6944444444444444,"ἡμέρας","ἡμέρα","G22500",144,40.97222222222222,"For ἡμέρας - Specific alignment ""ἡμέρας = court"" used infrequently: 0.7% out of 144 total alignments, threshold 2.0% (5.0% of peak 41%)","","","",""
"1co","4","6","16","ἃ γέγραπται",2,0,"what is written",3,0,"ἃ γέγραπται = what is written",1.3888888888888888,"γέγραπται","γράφω","G11250",72,61.111111111111114,"For γέγραπται - Specific alignment ""ἃ γέγραπται = what is written"" used infrequently: 1.4% out of 72 total alignments, threshold 3.1% (5.0% of peak 61%)","","","",""
"1co","4","8","0","ἤδη",1,0,"Already",1,0,"ἤδη = Already",3.278688524590164,"ἤδη","ἤδη","G22350",61,73.77049180327869,"For ἤδη - Specific alignment ""ἤδη = Already"" used infrequently: 3.3% out of 61 total alignments, threshold 3.7% (5.0% of peak 74%)","","","",""
"1co","4","8","3","ἤδη",1,0,"Already",1,0,"ἤδη = Already",3.278688524590164,"ἤδη","ἤδη","G22350",61,73.77049180327869,"For ἤδη - Specific alignment ""ἤδη = Already"" used infrequently: 3.3% out of 61 total alignments, threshold 3.7% (5.0% of peak 74%)","","","",""
"1co","5","13","6","αὐτῶν",1,0,"that",1,0,"αὐτῶν = that",0.17857142857142858,"αὐτῶν","αὐτός","G08460",560,52.142857142857146,"For αὐτῶν - Specific alignment ""αὐτῶν = that"" used infrequently: 0.2% out of 560 total alignments, threshold 2.6% (5.0% of peak 52%)","","","",""
"1co","5","2","12","τὸ ἔργον",2,0,"deed",1,0,"τὸ ἔργον = deed",2.4390243902439024,"ἔργον","ἔργον","G20410",41,48.78048780487805,"For ἔργον - Specific alignment ""τὸ ἔργον = deed"" used infrequently: 2.4% out of 41 total alignments, threshold 2.4% (5.0% of peak 49%)","","","",""
"1co","5","3","1","μὲν",1,0,"even though",2,0,"μὲν = even though",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""μὲν = even though"" used infrequently: 0.8% out of 126 total alignments, threshold 1.3% (5.0% of peak 26%)","","","",""
"1co","5","3","13","ὡς",1,0,"just as though",3,0,"ὡς = just as though",0.19646365422396855,"ὡς","ὡς","G56130",509,39.09626719056975,"For ὡς - Specific alignment ""ὡς = just as though"" used infrequently: 0.2% out of 509 total alignments, threshold 2.0% (5.0% of peak 39%)","","","",""
"1co","5","6","2","καλὸν",1,0,"is",1,0,"καλὸν = is",2.272727272727273,"καλὸν","καλός","G25700",44,61.36363636363637,"For καλὸν - Specific alignment ""καλὸν = is"" used infrequently: 2.3% out of 44 total alignments, threshold 3.1% (5.0% of peak 61%)","","","",""
"1co","6","11","19","τοῦ Θεοῦ",2,0,"of",1,0,"τοῦ Θεοῦ = of",1.544943820224719,"Θεοῦ","θεός","G23160",712,41.99438202247191,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = of"" used infrequently: 1.5% out of 712 total alignments, threshold 2.1% (5.0% of peak 42%)","","","",""
"1co","6","13","7","ὁ δὲ Θεὸς",3,0,"but God",2,0,"ὁ δὲ Θεὸς = but God",0.41841004184100417,"Θεὸς","θεός","G23160",239,71.1297071129707,"For Θεὸς - Specific alignment ""ὁ δὲ Θεὸς = but God"" used infrequently: 0.4% out of 239 total alignments, threshold 3.6% (5.0% of peak 71%)","For Θεὸς - Too many original language words in alignment: 3, threshold 3","","",""
"1co","6","14","0","ὁ δὲ Θεὸς",3,0,"Now God",2,0,"ὁ δὲ Θεὸς = Now God",0.41841004184100417,"Θεὸς","θεός","G23160",239,71.1297071129707,"For Θεὸς - Specific alignment ""ὁ δὲ Θεὸς = Now God"" used infrequently: 0.4% out of 239 total alignments, threshold 3.6% (5.0% of peak 71%)","For Θεὸς - Too many original language words in alignment: 3, threshold 3","","",""
"1co","6","17","3","τῷ Κυρίῳ",2,0,"to the Lord",3,0,"τῷ Κυρίῳ = to the Lord",0.8849557522123894,"Κυρίῳ","κύριος","G29620",113,46.902654867256636,"For Κυρίῳ - Specific alignment ""τῷ Κυρίῳ = to the Lord"" used infrequently: 0.9% out of 113 total alignments, threshold 2.3% (5.0% of peak 47%)","","","",""
"1co","6","4","1","μὲν",1,0,"then",1,0,"μὲν = then",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""μὲν = then"" used infrequently: 0.8% out of 126 total alignments, threshold 1.3% (5.0% of peak 26%)","","","",""
"1co","7","14","9","ἡ γυνὴ",2,0,"the",1,0,"ἡ γυνὴ = the",1.6129032258064515,"γυνὴ","γυνή","G11350",62,48.38709677419355,"For γυνὴ - Specific alignment ""ἡ γυνὴ = the"" used infrequently: 1.6% out of 62 total alignments, threshold 2.4% (5.0% of peak 48%)","","","",""
"1co","7","22","7","Κυρίου",1,0,"the Lord s",3,0,"Κυρίου = the Lord s",0.33003300330033003,"Κυρίου","κύριος","G29620",303,28.71287128712871,"For Κυρίου - Specific alignment ""Κυρίου = the Lord s"" used infrequently: 0.3% out of 303 total alignments, threshold 1.4% (5.0% of peak 29%)","","","",""
"1co","7","25","8","Κυρίου",1,0,"from the Lord",3,0,"Κυρίου = from the Lord",0.9900990099009901,"Κυρίου","κύριος","G29620",303,28.71287128712871,"For Κυρίου - Specific alignment ""Κυρίου = from the Lord"" used infrequently: 1.0% out of 303 total alignments, threshold 1.4% (5.0% of peak 29%)","","","",""
"1co","7","29","14","ὡς",1,0,"as though",2,0,"ὡς = as though",1.5717092337917484,"ὡς","ὡς","G56130",509,39.09626719056975,"For ὡς - Specific alignment ""ὡς = as though"" used infrequently: 1.6% out of 509 total alignments, threshold 2.0% (5.0% of peak 39%)","","","",""
"1co","7","30","14","ὡς",1,0,"as though",2,0,"ὡς = as though",1.5717092337917484,"ὡς","ὡς","G56130",509,39.09626719056975,"For ὡς - Specific alignment ""ὡς = as though"" used infrequently: 1.6% out of 509 total alignments, threshold 2.0% (5.0% of peak 39%)","","","",""
"1co","7","30","2","ὡς",1,0,"as though",2,0,"ὡς = as though",1.5717092337917484,"ὡς","ὡς","G56130",509,39.09626719056975,"For ὡς - Specific alignment ""ὡς = as though"" used infrequently: 1.6% out of 509 total alignments, threshold 2.0% (5.0% of peak 39%)","","","",""
"1co","7","30","8","ὡς",1,0,"as though",2,0,"ὡς = as though",1.5717092337917484,"ὡς","ὡς","G56130",509,39.09626719056975,"For ὡς - Specific alignment ""ὡς = as though"" used infrequently: 1.6% out of 509 total alignments, threshold 2.0% (5.0% of peak 39%)","","","",""
