"book_id","chapter","verse","alignment_num","origWordsText","origWordsCount","origWordsBetween","targetWordsText","targetWordsCount","targetWordsBetween","alignmentText","alignmentTxtFrequency","originalWord","lemma","strong","alignmentsTotal","alignmentsTextFreqPeak","frequencyWarning","originalWordsCountWarning","targetWordsCountWarning","originalWordsBetweenWarning","targetWordsBetweenWarning"
"1co","10","26","4","Κυρίου",1,0,"Lord s",2,0,"Κυρίου = Lord s",1.65016501650165,"Κυρίου","κύριος","G29620",303,28.71287128712871,"For Κυρίου - Specific alignment ""Κυρίου = Lord s"" used infrequently: 1.7% out of 303 total alignments, threshold 2.3% (8.0% of peak 29%)","","","",""
"1co","10","29","1","λέγω",1,0,"I mean",2,0,"λέγω = I mean",0.8888888888888888,"λέγω","λέγω","G30040",225,66.22222222222223,"For λέγω - Specific alignment ""λέγω = I mean"" used infrequently: 0.9% out of 225 total alignments, threshold 5.3% (8.0% of peak 66%)","","","",""
"1co","10","32","0","γίνεσθε",1,0,"Give",1,0,"γίνεσθε = Give",3.7037037037037033,"γίνεσθε","γίνομαι","G10960",27,48.148148148148145,"For γίνεσθε - Specific alignment ""γίνεσθε = Give"" used infrequently: 3.7% out of 27 total alignments, threshold 3.9% (8.0% of peak 48%)","","","",""
"1co","10","9","2","τὸν Κύριον",2,0,"Christ",1,0,"τὸν Κύριον = Christ",1.5384615384615385,"Κύριον","κύριος","G29620",65,63.07692307692307,"For Κύριον - Specific alignment ""τὸν Κύριον = Christ"" used infrequently: 1.5% out of 65 total alignments, threshold 5.0% (8.0% of peak 63%)","","","",""
"1co","10","9","7","ἐπείρασαν",1,0,"put him to the test",5,0,"ἐπείρασαν = put him to the test",50.0,"ἐπείρασαν","πειράζω","G39850",2,50.0,"","","For ἐπείρασαν - Too many target language words in alignment: 5, threshold 5","",""
"1co","11","10","5","ἐξουσίαν",1,0,"a symbol of authority",4,0,"ἐξουσίαν = a symbol of authority",1.7543859649122806,"ἐξουσίαν","ἐξουσία","G18490",57,54.385964912280706,"For ἐξουσίαν - Specific alignment ""ἐξουσίαν = a symbol of authority"" used infrequently: 1.8% out of 57 total alignments, threshold 4.4% (8.0% of peak 54%)","","","",""
"1co","11","14","7","ἀνὴρ μὲν",2,0,"a man",2,0,"ἀνὴρ μὲν = a man",1.5873015873015872,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""ἀνὴρ μὲν = a man"" used infrequently: 1.6% out of 126 total alignments, threshold 2.1% (8.0% of peak 26%)","","","",""
"1co","11","18","1","πρῶτον μὲν",2,0,"in the first place",4,0,"πρῶτον μὲν = in the first place",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""πρῶτον μὲν = in the first place"" used infrequently: 0.8% out of 126 total alignments, threshold 2.1% (8.0% of peak 26%)","","","",""
"1co","11","19","1","δεῖ",1,0,"there must",2,0,"δεῖ = there must",1.2658227848101267,"δεῖ","δέω","G12100",79,58.22784810126582,"For δεῖ - Specific alignment ""δεῖ = there must"" used infrequently: 1.3% out of 79 total alignments, threshold 4.7% (8.0% of peak 58%)","","","",""
"1co","11","26","11","Κυρίου",1,0,"Lord s",2,0,"Κυρίου = Lord s",1.65016501650165,"Κυρίου","κύριος","G29620",303,28.71287128712871,"For Κυρίου - Specific alignment ""Κυρίου = Lord s"" used infrequently: 1.7% out of 303 total alignments, threshold 2.3% (8.0% of peak 29%)","","","",""
"1co","11","32","10","τῷ κόσμῳ",2,0,"the world",2,0,"τῷ κόσμῳ = the world",2.7777777777777777,"κόσμῳ","κόσμος","G28890",36,69.44444444444444,"For κόσμῳ - Specific alignment ""τῷ κόσμῳ = the world"" used infrequently: 2.8% out of 36 total alignments, threshold 5.6% (8.0% of peak 69%)","","","",""
"1co","11","7","1","ἀνὴρ μὲν",2,0,"a man",2,0,"ἀνὴρ μὲν = a man",1.5873015873015872,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""ἀνὴρ μὲν = a man"" used infrequently: 1.6% out of 126 total alignments, threshold 2.1% (8.0% of peak 26%)","","","",""
"1co","12","10","7","διακρίσεις",1,0,"the ability to distinguish between",5,0,"διακρίσεις = the ability to distinguish between",50.0,"διακρίσεις","διάκρισις","G12530",2,50.0,"","","For διακρίσεις - Too many target language words in alignment: 5, threshold 5","",""
"1co","12","2","4","ἔθνη",1,0,"pagans",1,0,"ἔθνη = pagans",1.8867924528301887,"ἔθνη","ἔθνος","G14840",53,43.39622641509434,"For ἔθνη - Specific alignment ""ἔθνη = pagans"" used infrequently: 1.9% out of 53 total alignments, threshold 3.5% (8.0% of peak 43%)","","","",""
"1co","12","20","2","πολλὰ μὲν",2,0,"there are many",3,0,"πολλὰ μὲν = there are many",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""πολλὰ μὲν = there are many"" used infrequently: 0.8% out of 126 total alignments, threshold 2.1% (8.0% of peak 26%)","","","",""
"1co","12","21","2","οὐ δύναται δὲ",3,0,"cannot",1,0,"οὐ δύναται δὲ = cannot",1.2048192771084338,"δύναται","δύναμαι","G14100",83,27.710843373493976,"For δύναται - Specific alignment ""οὐ δύναται δὲ = cannot"" used infrequently: 1.2% out of 83 total alignments, threshold 2.2% (8.0% of peak 28%)","For δύναται - Too many original language words in alignment: 3, threshold 3","","",""
"1co","12","24","0","τὰ δὲ εὐσχήμονα",3,0,"but",1,0,"τὰ δὲ εὐσχήμονα = but",50.0,"εὐσχήμονα","εὐσχήμων","G21580",2,50.0,"","For εὐσχήμονα - Too many original language words in alignment: 3, threshold 3","","",""
"1co","12","24","2","τὰ δὲ εὐσχήμονα",3,0,"presentable members",2,0,"τὰ δὲ εὐσχήμονα = presentable members",50.0,"εὐσχήμονα","εὐσχήμων","G21580",2,50.0,"","For εὐσχήμονα - Too many original language words in alignment: 3, threshold 3","","",""
"1co","12","27","3","σῶμα",1,0,"the body",2,0,"σῶμα = the body",1.6666666666666667,"σῶμα","σῶμα","G49830",60,66.66666666666666,"For σῶμα - Specific alignment ""σῶμα = the body"" used infrequently: 1.7% out of 60 total alignments, threshold 5.3% (8.0% of peak 67%)","","","",""
"1co","12","29","6","προφῆται",1,0,"are prophets",2,0,"προφῆται = are prophets",4.761904761904762,"προφῆται","προφήτης","G43960",21,76.19047619047619,"For προφῆται - Specific alignment ""προφῆται = are prophets"" used infrequently: 4.8% out of 21 total alignments, threshold 6.1% (8.0% of peak 76%)","","","",""
"1co","12","3","17","Κύριος",1,0,"is Lord",2,0,"Κύριος = is Lord",1.4492753623188406,"Κύριος","κύριος","G29620",138,59.42028985507246,"For Κύριος - Specific alignment ""Κύριος = is Lord"" used infrequently: 1.4% out of 138 total alignments, threshold 4.8% (8.0% of peak 59%)","","","",""
"1co","12","8","1","ᾧ μὲν",2,0,"to one",2,0,"ᾧ μὲν = to one",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""ᾧ μὲν = to one"" used infrequently: 0.8% out of 126 total alignments, threshold 2.1% (8.0% of peak 26%)","","","",""
"1co","12","8","10","λόγος",1,0,"a to",2,1,"λόγος = a to",1.4285714285714286,"λόγος","λόγος","G30560",70,8.571428571428571,"","","","","For λόγος - Discontiguous target language alignment, extra words: 1, threshold 1"
"1co","12","8","6","λόγος",1,0,"a For",2,7,"λόγος = a For",1.4285714285714286,"λόγος","λόγος","G30560",70,8.571428571428571,"","","","","For λόγος - Discontiguous target language alignment, extra words: 7, threshold 1"
"1co","13","13","11","ἡ ἀγάπη",2,0,"is love",2,0,"ἡ ἀγάπη = is love",2.7777777777777777,"ἀγάπη","ἀγάπη","G00260",36,52.77777777777778,"For ἀγάπη - Specific alignment ""ἡ ἀγάπη = is love"" used infrequently: 2.8% out of 36 total alignments, threshold 4.2% (8.0% of peak 53%)","","","",""
"1co","13","13","7","ἀγάπη",1,0,"and love",2,0,"ἀγάπη = and love",2.7777777777777777,"ἀγάπη","ἀγάπη","G00260",36,52.77777777777778,"For ἀγάπη - Specific alignment ""ἀγάπη = and love"" used infrequently: 2.8% out of 36 total alignments, threshold 4.2% (8.0% of peak 53%)","","","",""
"1co","14","11","6","δύναμιν",1,0,"meaning",1,0,"δύναμιν = meaning",3.225806451612903,"δύναμιν","δύναμις","G14110",31,41.935483870967744,"For δύναμιν - Specific alignment ""δύναμιν = meaning"" used infrequently: 3.2% out of 31 total alignments, threshold 3.4% (8.0% of peak 42%)","","","",""
"1co","14","15","14","Πνεύματι",1,0,"spirit",1,0,"Πνεύματι = spirit",2.5316455696202533,"Πνεύματι","πνεῦμα","G41510",79,37.9746835443038,"For Πνεύματι - Specific alignment ""Πνεύματι = spirit"" used infrequently: 2.5% out of 79 total alignments, threshold 3.0% (8.0% of peak 38%)","","","",""
"1co","14","15","5","Πνεύματι",1,0,"spirit",1,0,"Πνεύματι = spirit",2.5316455696202533,"Πνεύματι","πνεῦμα","G41510",79,37.9746835443038,"For Πνεύματι - Specific alignment ""Πνεύματι = spirit"" used infrequently: 2.5% out of 79 total alignments, threshold 3.0% (8.0% of peak 38%)","","","",""
"1co","14","16","12","τὸ ἀμήν",2,0,"Amen",1,0,"τὸ ἀμήν = Amen",3.225806451612903,"ἀμήν","ἀμήν","G02810",31,93.54838709677419,"For ἀμήν - Specific alignment ""τὸ ἀμήν = Amen"" used infrequently: 3.2% out of 31 total alignments, threshold 7.5% (8.0% of peak 94%)","","","",""
"1co","14","16","3","πνεύματι",1,0,"with the spirit",3,0,"πνεύματι = with the spirit",2.7777777777777777,"πνεύματι","πνεῦμα","G41510",36,47.22222222222222,"For πνεύματι - Specific alignment ""πνεύματι = with the spirit"" used infrequently: 2.8% out of 36 total alignments, threshold 3.8% (8.0% of peak 47%)","","","",""
"1co","14","17","2","μὲν",1,0,"certainly",1,0,"μὲν = certainly",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""μὲν = certainly"" used infrequently: 0.8% out of 126 total alignments, threshold 2.1% (8.0% of peak 26%)","","","",""
"1co","14","17","4","καλῶς",1,0,"well enough",2,0,"καλῶς = well enough",2.857142857142857,"καλῶς","καλῶς","G25730",35,54.285714285714285,"For καλῶς - Specific alignment ""καλῶς = well enough"" used infrequently: 2.9% out of 35 total alignments, threshold 4.3% (8.0% of peak 54%)","","","",""
"1co","14","20","0","ἀδελφοί",1,0,"Brothers",1,0,"ἀδελφοί = Brothers",6.896551724137931,"ἀδελφοί","ἀδελφός","G00800",116,86.20689655172413,"For ἀδελφοί - Specific alignment ""ἀδελφοί = Brothers"" used infrequently: 6.9% out of 116 total alignments, threshold 6.9% (8.0% of peak 86%)","","","",""
"1co","14","22","11","ἡ δὲ προφητεία",3,0,"but prophesy",2,0,"ἡ δὲ προφητεία = but prophesy",20.0,"προφητεία","προφητεία","G43940",5,80.0,"","For προφητεία - Too many original language words in alignment: 3, threshold 3","","",""
"1co","14","29","4","προφῆται δὲ",2,0,"prophets",1,0,"προφῆται δὲ = prophets",4.761904761904762,"προφῆται","προφήτης","G43960",21,76.19047619047619,"For προφῆται - Specific alignment ""προφῆται δὲ = prophets"" used infrequently: 4.8% out of 21 total alignments, threshold 6.1% (8.0% of peak 76%)","","","",""
"1co","14","32","1","πνεύματα",1,0,"the spirits",2,0,"πνεύματα = the spirits",5.555555555555555,"πνεύματα","πνεῦμα","G41510",18,88.88888888888889,"For πνεύματα - Specific alignment ""πνεύματα = the spirits"" used infrequently: 5.6% out of 18 total alignments, threshold 7.1% (8.0% of peak 89%)","","","",""
"1co","14","32","2","προφητῶν",1,0,"of prophets",2,0,"προφητῶν = of prophets",4.761904761904762,"προφητῶν","προφήτης","G43960",42,61.904761904761905,"For προφητῶν - Specific alignment ""προφητῶν = of prophets"" used infrequently: 4.8% out of 42 total alignments, threshold 5.0% (8.0% of peak 62%)","","","",""
"1co","14","4","8","ἐκκλησίαν",1,0,"the church",2,0,"ἐκκλησίαν = the church",4.761904761904762,"ἐκκλησίαν","ἐκκλησία","G15770",21,80.95238095238095,"For ἐκκλησίαν - Specific alignment ""ἐκκλησίαν = the church"" used infrequently: 4.8% out of 21 total alignments, threshold 6.5% (8.0% of peak 81%)","","","",""
"1co","15","23","13","τοῦ Χριστοῦ",2,0,"to Christ",2,0,"τοῦ Χριστοῦ = to Christ",0.7843137254901961,"Χριστοῦ","χριστός","G55470",255,57.647058823529406,"For Χριστοῦ - Specific alignment ""τοῦ Χριστοῦ = to Christ"" used infrequently: 0.8% out of 255 total alignments, threshold 4.6% (8.0% of peak 58%)","","","",""
"1co","15","27","8","εἴπῃ",1,0,"it says",2,0,"εἴπῃ = it says",4.545454545454546,"εἴπῃ","λέγω","G30040",22,68.18181818181817,"For εἴπῃ - Specific alignment ""εἴπῃ = it says"" used infrequently: 4.5% out of 22 total alignments, threshold 5.5% (8.0% of peak 68%)","","","",""
"1co","15","35","10","σώματι",1,0,"of body",2,0,"σώματι = of body",3.8461538461538463,"σώματι","σῶμα","G49830",26,50.0,"For σώματι - Specific alignment ""σώματι = of body"" used infrequently: 3.8% out of 26 total alignments, threshold 4.0% (8.0% of peak 50%)","","","",""
"1co","15","38","0","ὁ δὲ Θεὸς",3,0,"But God",2,0,"ὁ δὲ Θεὸς = But God",0.41841004184100417,"Θεὸς","θεός","G23160",239,71.1297071129707,"For Θεὸς - Specific alignment ""ὁ δὲ Θεὸς = But God"" used infrequently: 0.4% out of 239 total alignments, threshold 5.7% (8.0% of peak 71%)","For Θεὸς - Too many original language words in alignment: 3, threshold 3","","",""
"1co","15","38","3","σῶμα",1,0,"a body",2,0,"σῶμα = a body",3.3333333333333335,"σῶμα","σῶμα","G49830",60,66.66666666666666,"For σῶμα - Specific alignment ""σῶμα = a body"" used infrequently: 3.3% out of 60 total alignments, threshold 5.3% (8.0% of peak 67%)","","","",""
"1co","15","39","6","ἄλλη μὲν",2,0,"there is one",3,0,"ἄλλη μὲν = there is one",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""ἄλλη μὲν = there is one"" used infrequently: 0.8% out of 126 total alignments, threshold 2.1% (8.0% of peak 26%)","","","",""
"1co","15","40","11","ἑτέρα μὲν",2,0,"is one kind",3,0,"ἑτέρα μὲν = is one kind",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""ἑτέρα μὲν = is one kind"" used infrequently: 0.8% out of 126 total alignments, threshold 2.1% (8.0% of peak 26%)","","","",""
"1co","15","44","1","σῶμα",1,0,"a",1,0,"σῶμα = a",5.0,"σῶμα","σῶμα","G49830",60,66.66666666666666,"For σῶμα - Specific alignment ""σῶμα = a"" used infrequently: 5.0% out of 60 total alignments, threshold 5.3% (8.0% of peak 67%)","","","",""
"1co","15","44","10","σῶμα",1,0,"a",1,0,"σῶμα = a",5.0,"σῶμα","σῶμα","G49830",60,66.66666666666666,"For σῶμα - Specific alignment ""σῶμα = a"" used infrequently: 5.0% out of 60 total alignments, threshold 5.3% (8.0% of peak 67%)","","","",""
"1co","15","44","5","σῶμα",1,0,"a",1,0,"σῶμα = a",5.0,"σῶμα","σῶμα","G49830",60,66.66666666666666,"For σῶμα - Specific alignment ""σῶμα = a"" used infrequently: 5.0% out of 60 total alignments, threshold 5.3% (8.0% of peak 67%)","","","",""
"1co","15","45","10","εἰς ψυχὴν",2,0,"soul",1,0,"εἰς ψυχὴν = soul",2.7777777777777777,"ψυχὴν","ψυχή","G55900",36,38.88888888888889,"For ψυχὴν - Specific alignment ""εἰς ψυχὴν = soul"" used infrequently: 2.8% out of 36 total alignments, threshold 3.1% (8.0% of peak 39%)","","","",""
"1co","15","45","14","εἰς πνεῦμα",2,0,"a",1,0,"εἰς πνεῦμα = a",1.8867924528301887,"πνεῦμα","πνεῦμα","G41510",53,43.39622641509434,"For πνεῦμα - Specific alignment ""εἰς πνεῦμα = a"" used infrequently: 1.9% out of 53 total alignments, threshold 3.5% (8.0% of peak 43%)","","","",""
"1co","15","45","16","εἰς πνεῦμα",2,0,"spirit",1,0,"εἰς πνεῦμα = spirit",1.8867924528301887,"πνεῦμα","πνεῦμα","G41510",53,43.39622641509434,"For πνεῦμα - Specific alignment ""εἰς πνεῦμα = spirit"" used infrequently: 1.9% out of 53 total alignments, threshold 3.5% (8.0% of peak 43%)","","","",""
"1co","15","45","8","εἰς ψυχὴν",2,0,"a",1,0,"εἰς ψυχὴν = a",2.7777777777777777,"ψυχὴν","ψυχή","G55900",36,38.88888888888889,"For ψυχὴν - Specific alignment ""εἰς ψυχὴν = a"" used infrequently: 2.8% out of 36 total alignments, threshold 3.1% (8.0% of peak 39%)","","","",""
"1co","15","47","4","γῆς",1,0,"the earth",2,0,"γῆς = the earth",1.3793103448275863,"γῆς","γῆ","G10930",145,66.20689655172414,"For γῆς - Specific alignment ""γῆς = the earth"" used infrequently: 1.4% out of 145 total alignments, threshold 5.3% (8.0% of peak 66%)","","","",""
"1co","15","51","1","λέγω",1,0,"I tell",2,0,"λέγω = I tell",4.888888888888889,"λέγω","λέγω","G30040",225,66.22222222222223,"For λέγω - Specific alignment ""λέγω = I tell"" used infrequently: 4.9% out of 225 total alignments, threshold 5.3% (8.0% of peak 66%)","","","",""
"1co","15","56","4","ἡ ἁμαρτία",2,0,"is sin",2,0,"ἡ ἁμαρτία = is sin",3.571428571428571,"ἁμαρτία","ἁμαρτία","G02660",28,50.0,"For ἁμαρτία - Specific alignment ""ἡ ἁμαρτία = is sin"" used infrequently: 3.6% out of 28 total alignments, threshold 4.0% (8.0% of peak 50%)","","","",""
"1co","15","57","0","τῷ δὲ Θεῷ",3,0,"But",1,0,"τῷ δὲ Θεῷ = But",1.1695906432748537,"Θεῷ","θεός","G23160",171,28.07017543859649,"For Θεῷ - Specific alignment ""τῷ δὲ Θεῷ = But"" used infrequently: 1.2% out of 171 total alignments, threshold 2.2% (8.0% of peak 28%)","For Θεῷ - Too many original language words in alignment: 3, threshold 3","","",""
"1co","15","57","2","τῷ δὲ Θεῷ",3,0,"to God",2,0,"τῷ δὲ Θεῷ = to God",1.1695906432748537,"Θεῷ","θεός","G23160",171,28.07017543859649,"For Θεῷ - Specific alignment ""τῷ δὲ Θεῷ = to God"" used infrequently: 1.2% out of 171 total alignments, threshold 2.2% (8.0% of peak 28%)","For Θεῷ - Too many original language words in alignment: 3, threshold 3","","",""
"1co","16","12","19","θέλημα",1,0,"his will",2,0,"θέλημα = his will",2.941176470588235,"θέλημα","θέλημα","G23070",34,52.94117647058824,"For θέλημα - Specific alignment ""θέλημα = his will"" used infrequently: 2.9% out of 34 total alignments, threshold 4.2% (8.0% of peak 53%)","","","",""
"1co","16","3","11","τὴν χάριν",2,0,"gift",1,0,"τὴν χάριν = gift",1.8867924528301887,"χάριν","χάρις","G54850",53,49.056603773584904,"For χάριν - Specific alignment ""τὴν χάριν = gift"" used infrequently: 1.9% out of 53 total alignments, threshold 3.9% (8.0% of peak 49%)","","","",""
"1co","2","13","13","Πνεύματος",1,0,"by the Spirit",3,0,"Πνεύματος = by the Spirit",0.8849557522123894,"Πνεύματος","πνεῦμα","G41510",113,54.86725663716814,"For Πνεύματος - Specific alignment ""Πνεύματος = by the Spirit"" used infrequently: 0.9% out of 113 total alignments, threshold 4.4% (8.0% of peak 55%)","","","",""
