"originalWord","alignment_key","book_id","chapter","verse","alignment_num","origWordsText","origWordsCount","origWordsBetween","targetWordsText","targetWordsCount","targetWordsBetween","alignmentText","alignmentTxtFrequency","lemma","strong"
"ἀμὴν",47194,"jhn","3","3","6","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",47229,"jhn","3","5","2","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",47230,"jhn","3","5","3","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",47316,"jhn","3","11","0","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",47317,"jhn","3","11","1","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",48875,"jhn","5","19","6","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",48876,"jhn","5","19","7","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",48973,"jhn","5","24","0","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",48974,"jhn","5","24","1","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",49000,"jhn","5","25","0","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",49001,"jhn","5","25","1","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",49753,"jhn","6","26","5","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",49754,"jhn","6","26","6","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",49860,"jhn","6","32","4","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",49861,"jhn","6","32","5","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",50113,"jhn","6","47","0","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",50114,"jhn","6","47","1","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",50199,"jhn","6","53","4","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",50200,"jhn","6","53","5","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",51699,"jhn","8","34","3","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",51700,"jhn","8","34","4","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",51991,"jhn","8","51","0","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",51992,"jhn","8","51","1","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",52124,"jhn","8","58","3","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",52125,"jhn","8","58","4","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",52799,"jhn","10","1","0","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",52800,"jhn","10","1","1","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",52903,"jhn","10","7","5","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",52904,"jhn","10","7","6","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",54690,"jhn","12","24","0","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",54691,"jhn","12","24","1","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",55409,"jhn","13","16","0","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",55410,"jhn","13","16","1","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",55469,"jhn","13","20","0","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",55470,"jhn","13","20","1","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",55494,"jhn","13","21","9","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",55495,"jhn","13","21","10","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",55750,"jhn","13","38","7","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",55751,"jhn","13","38","8","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",55959,"jhn","14","12","0","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",55960,"jhn","14","12","1","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",57082,"jhn","16","20","0","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",57083,"jhn","16","20","1","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",57159,"jhn","16","23","8","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",57160,"jhn","16","23","9","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἀμὴν",60237,"jhn","21","18","0","ἀμὴν",1,0,"Truly",1,0,"ἀμὴν = Truly",65.65656565656566,"ἀμήν","G02810"
"ἀμὴν",60238,"jhn","21","18","1","ἀμὴν",1,0,"truly",1,0,"ἀμὴν = truly",33.33333333333333,"ἀμήν","G02810"
"ἄγγελος",256,"mat","1","20","5","ἄγγελος",1,0,"an angel",2,0,"ἄγγελος = an angel",32.608695652173914,"ἄγγελος","G00320"
"ἄγγελος",338,"mat","1","24","9","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",570,"mat","2","13","5","ἄγγελος",1,0,"an angel",2,0,"ἄγγελος = an angel",32.608695652173914,"ἄγγελος","G00320"
"ἄγγελος",702,"mat","2","19","5","ἄγγελος",1,0,"an angel",2,0,"ἄγγελος = an angel",32.608695652173914,"ἄγγελος","G00320"
"ἄγγελος",16407,"mat","28","2","6","ἄγγελος",1,0,"an angel",2,0,"ἄγγελος = an angel",32.608695652173914,"ἄγγελος","G00320"
"ἄγγελος",16443,"mat","28","5","2","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",27170,"luk","1","11","1","ἄγγελος",1,0,"an angel",2,0,"ἄγγελος = an angel",32.608695652173914,"ἄγγελος","G00320"
"ἄγγελος",27192,"luk","1","13","2","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",27309,"luk","1","19","2","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",27439,"luk","1","26","6","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",27472,"luk","1","28","5","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",27494,"luk","1","30","2","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",27567,"luk","1","35","2","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",27630,"luk","1","38","14","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",28270,"luk","2","9","1","ἄγγελος",1,0,"an angel",2,0,"ἄγγελος = an angel",32.608695652173914,"ἄγγελος","G00320"
"ἄγγελος",28285,"luk","2","10","2","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",43926,"luk","22","43","1","ἄγγελος",1,0,"an angel",2,0,"ἄγγελος = an angel",32.608695652173914,"ἄγγελος","G00320"
"ἄγγελος",54796,"jhn","12","29","11","ἄγγελος",1,0,"An angel",2,0,"ἄγγελος = An angel",2.1739130434782608,"ἄγγελος","G00320"
"ἄγγελος",63185,"act","5","19","3","ἄγγελος",1,0,"an angel",2,0,"ἄγγελος = an angel",32.608695652173914,"ἄγγελος","G00320"
"ἄγγελος",64411,"act","7","30","5","ἄγγελος",1,0,"an angel",2,0,"ἄγγελος = an angel",32.608695652173914,"ἄγγελος","G00320"
"ἄγγελος",65394,"act","8","26","1","ἄγγελος",1,0,"an angel",2,0,"ἄγγελος = an angel",32.608695652173914,"ἄγγελος","G00320"
"ἄγγελος",66546,"act","10","7","2","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",67878,"act","12","7","1","ἄγγελος",1,0,"an angel",2,0,"ἄγγελος = an angel",32.608695652173914,"ἄγγελος","G00320"
"ἄγγελος",67907,"act","12","8","2","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",67972,"act","12","10","26","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",68207,"act","12","23","1","ἄγγελος",1,0,"an angel",2,0,"ἄγγελος = an angel",32.608695652173914,"ἄγγελος","G00320"
"ἄγγελος",75012,"act","23","9","31","ἄγγελος",1,0,"an angel",2,0,"ἄγγελος = an angel",32.608695652173914,"ἄγγελος","G00320"
"ἄγγελος",77432,"act","27","23","3","ἄγγελος",1,0,"an angel",2,0,"ἄγγελος = an angel",32.608695652173914,"ἄγγελος","G00320"
"ἄγγελος",95347,"2co","12","7","14","ἄγγελος",1,0,"a messenger",2,0,"ἄγγελος = a messenger",2.1739130434782608,"ἄγγελος","G00320"
"ἄγγελος",95986,"gal","1","8","5","ἄγγελος",1,0,"an angel",2,0,"ἄγγελος = an angel",32.608695652173914,"ἄγγελος","G00320"
"ἄγγελος",124149,"rev","8","3","1","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",124197,"rev","8","5","2","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",124264,"rev","8","8","3","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",124299,"rev","8","10","3","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",124346,"rev","8","12","3","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",124410,"rev","9","1","3","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",124647,"rev","9","13","3","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",124934,"rev","10","5","2","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",125405,"rev","11","15","3","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",126527,"rev","14","9","1","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",126689,"rev","14","15","2","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",126736,"rev","14","17","2","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",126752,"rev","14","18","2","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",126788,"rev","14","19","2","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",127603,"rev","17","7","2","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἄγγελος",128307,"rev","18","21","3","ἄγγελος",1,0,"angel",1,0,"ἄγγελος = angel",63.04347826086957,"ἄγγελος","G00320"
"ἐποίησεν",335,"mat","1","24","6","ἐποίησεν",1,0,"and did",2,0,"ἐποίησεν = and did",2.631578947368421,"ποιέω","G41600"
"ἐποίησεν",5539,"mat","12","3","9","ἐποίησεν",1,0,"did",1,0,"ἐποίησεν = did",14.473684210526317,"ποιέω","G41600"
"ἐποίησεν",6745,"mat","13","26","5","ἐποίησεν",1,0,"produced",1,0,"ἐποίησεν = produced",1.3157894736842104,"ποιέω","G41600"
"ἐποίησεν",6776,"mat","13","28","3","ἐποίησεν",1,0,"has done",2,0,"ἐποίησεν = has done",6.578947368421052,"ποιέω","G41600"
"ἐποίησεν",7296,"mat","13","58","0","ἐποίησεν",1,0,"He did",2,0,"ἐποίησεν = He did",1.3157894736842104,"ποιέω","G41600"
"ἐποίησεν",9918,"mat","19","4","11","ἐποίησεν",1,0,"made",1,0,"ἐποίησεν = made",10.526315789473683,"ποιέω","G41600"
"ἐποίησεν",10419,"mat","20","5","12","ἐποίησεν",1,0,"and did",2,0,"ἐποίησεν = and did",2.631578947368421,"ποιέω","G41600"
"ἐποίησεν",11092,"mat","21","15","11","ἐποίησεν",1,0,"he did",2,0,"ἐποίησεν = he did",7.894736842105263,"ποιέω","G41600"
"ἐποίησεν",11389,"mat","21","31","4","ἐποίησεν",1,0,"did",1,0,"ἐποίησεν = did",14.473684210526317,"ποιέω","G41600"
"ἐποίησεν",11676,"mat","22","2","6","ἐποίησεν",1,0,"prepared",1,0,"ἐποίησεν = prepared",2.631578947368421,"ποιέω","G41600"
"ἐποίησεν",14454,"mat","26","12","9","ἐποίησεν",1,0,"she did it",3,0,"ἐποίησεν = she did it",1.3157894736842104,"ποιέω","G41600"
"ἐποίησεν",14472,"mat","26","13","14","ἐποίησεν",1,0,"has done",2,0,"ἐποίησεν = has done",6.578947368421052,"ποιέω","G41600"
"ἐποίησεν",15763,"mat","27","23","6","ἐποίησεν",1,0,"has he done",3,0,"ἐποίησεν = has he done",2.631578947368421,"ποιέω","G41600"
"ἐποίησεν",17774,"mrk","2","25","7","ἐποίησεν",1,0,"did",1,0,"ἐποίησεν = did",14.473684210526317,"ποιέω","G41600"
"ἐποίησεν",18042,"mrk","3","14","0","καὶ ἐποίησεν",2,0,"He appointed",2,0,"καὶ ἐποίησεν = He appointed",1.3157894736842104,"ποιέω","G41600"
"ἐποίησεν",18065,"mrk","3","16","1","ἐποίησεν",1,0,"he appointed",2,0,"ἐποίησεν = he appointed",1.3157894736842104,"ποιέω","G41600"
"ἐποίησεν",19302,"mrk","5","20","10","ἐποίησεν",1,0,"had done",2,0,"ἐποίησεν = had done",10.526315789473683,"ποιέω","G41600"
"ἐποίησεν",19991,"mrk","6","21","5","ἐποίησεν",1,0,"prepared",1,0,"ἐποίησεν = prepared",2.631578947368421,"ποιέω","G41600"
"ἐποίησεν",22596,"mrk","10","6","4","ἐποίησεν",1,0,"God made",2,0,"ἐποίησεν = God made",1.3157894736842104,"ποιέω","G41600"
"ἐποίησεν",25283,"mrk","14","8","0","ἐποίησεν",1,0,"She has done",3,0,"ἐποίησεν = She has done",1.3157894736842104,"ποιέω","G41600"
"ἐποίησεν",25305,"mrk","14","9","13","ἐποίησεν",1,0,"has done",2,0,"ἐποίησεν = has done",6.578947368421052,"ποιέω","G41600"
"ἐποίησεν",26424,"mrk","15","14","5","ἐποίησεν",1,0,"has he done",3,0,"ἐποίησεν = has he done",2.631578947368421,"ποιέω","G41600"
"ἐποίησεν",27794,"luk","1","51","0","ἐποίησεν",1,0,"He has done",3,0,"ἐποίησεν = He has done",1.3157894736842104,"ποιέω","G41600"
"ἐποίησεν",28013,"luk","1","68","8","ἐποίησεν",1,0,"has accomplished",2,0,"ἐποίησεν = has accomplished",1.3157894736842104,"ποιέω","G41600"
"ἐποίησεν",29328,"luk","3","19","20","ἐποίησεν",1,0,"had done",2,0,"ἐποίησεν = had done",10.526315789473683,"ποιέω","G41600"
"ἐποίησεν",30739,"luk","5","29","2","ἐποίησεν",1,0,"made",1,0,"ἐποίησεν = made",10.526315789473683,"ποιέω","G41600"
"ἐποίησεν",30991,"luk","6","3","11","ἐποίησεν",1,0,"did",1,0,"ἐποίησεν = did",14.473684210526317,"ποιέω","G41600"
"ἐποίησεν",31134,"luk","6","10","11","ἐποίησεν",1,0,"did so",2,0,"ἐποίησεν = did so",1.3157894736842104,"ποιέω","G41600"
"ἐποίησεν",32865,"luk","8","8","9","ἐποίησεν",1,0,"it produced",2,0,"ἐποίησεν = it produced",1.3157894736842104,"ποιέω","G41600"
"ἐποίησεν",33514,"luk","8","39","8","ἐποίησεν",1,0,"has done",2,0,"ἐποίησεν = has done",6.578947368421052,"ποιέω","G41600"
"ἐποίησεν",33516,"luk","8","39","10","ἐποίησεν",1,0,"you",1,0,"ἐποίησεν = you",1.3157894736842104,"ποιέω","G41600"
"ἐποίησεν",33526,"luk","8","39","20","ἐποίησεν",1,0,"had done",2,0,"ἐποίησεν = had done",10.526315789473683,"ποιέω","G41600"
"ἐποίησεν",36401,"luk","11","40","7","ἐποίησεν",1,0,"make",1,0,"ἐποίησεν = make",2.631578947368421,"ποιέω","G41600"
