"alignment_key","book_id","chapter","verse","alignment_num","origWordsText","origWordsCount","origWordsBetween","targetWordsText","targetWordsCount","targetWordsBetween","alignmentText","alignmentTxtFrequency","originalWord","lemma","strong"
79668,"rom","4","1","3","Ἀβραὰμ",1,0,"that Abraham",2,0,"Ἀβραὰμ = that Abraham",2.127659574468085,"Ἀβραὰμ","Ἀβραάμ","G00110"
79676,"rom","4","2","2","Ἀβραὰμ",1,0,"Abraham",1,0,"Ἀβραὰμ = Abraham",57.446808510638306,"Ἀβραὰμ","Ἀβραάμ","G00110"
79693,"rom","4","3","7","Ἀβραὰμ",1,0,"Abraham",1,0,"Ἀβραὰμ = Abraham",57.446808510638306,"Ἀβραὰμ","Ἀβραάμ","G00110"
79773,"rom","4","9","13","τῷ Ἀβραὰμ",2,0,"to Abraham",2,0,"τῷ Ἀβραὰμ = to Abraham",8.51063829787234,"Ἀβραὰμ","Ἀβραάμ","G00110"
79837,"rom","4","13","3","τῷ Ἀβραὰμ",2,0,"to Abraham",2,0,"τῷ Ἀβραὰμ = to Abraham",8.51063829787234,"Ἀβραὰμ","Ἀβραάμ","G00110"
96686,"gal","3","6","1","Ἀβραὰμ",1,0,"Abraham",1,0,"Ἀβραὰμ = Abraham",57.446808510638306,"Ἀβραὰμ","Ἀβραάμ","G00110"
96703,"gal","3","7","9","Ἀβραὰμ",1,0,"of Abraham",2,0,"Ἀβραὰμ = of Abraham",19.148936170212767,"Ἀβραὰμ","Ἀβραάμ","G00110"
96717,"gal","3","8","13","Ἀβραὰμ",1,0,"Abraham",1,0,"Ἀβραὰμ = Abraham",57.446808510638306,"Ἀβραὰμ","Ἀβραάμ","G00110"
96733,"gal","3","9","8","Ἀβραὰμ",1,0,"Abraham",1,0,"Ἀβραὰμ = Abraham",57.446808510638306,"Ἀβραὰμ","Ἀβραάμ","G00110"
96815,"gal","3","14","3","τοῦ Ἀβραὰμ",2,0,"of Abraham",2,0,"τοῦ Ἀβραὰμ = of Abraham",8.51063829787234,"Ἀβραὰμ","Ἀβραάμ","G00110"
96848,"gal","3","16","4","τῷ Ἀβραὰμ",2,1,"to Abraham",2,0,"τῷ Ἀβραὰμ = to Abraham",8.51063829787234,"Ἀβραὰμ","Ἀβραάμ","G00110"
96904,"gal","3","18","14","Ἀβραὰμ",1,0,"Abraham",1,0,"Ἀβραὰμ = Abraham",57.446808510638306,"Ἀβραὰμ","Ἀβραάμ","G00110"
97051,"gal","3","29","7","τοῦ Ἀβραὰμ",2,0,"of Abraham",2,0,"τοῦ Ἀβραὰμ = of Abraham",8.51063829787234,"Ἀβραὰμ","Ἀβραάμ","G00110"
97336,"gal","4","22","3","Ἀβραὰμ",1,0,"Abraham",1,0,"Ἀβραὰμ = Abraham",57.446808510638306,"Ἀβραὰμ","Ἀβραάμ","G00110"
110121,"heb","2","16","7","Ἀβραὰμ",1,0,"of Abraham",2,0,"Ἀβραὰμ = of Abraham",19.148936170212767,"Ἀβραὰμ","Ἀβραάμ","G00110"
111100,"heb","6","13","0","τῷ γὰρ Ἀβραὰμ",3,0,"For",1,0,"τῷ γὰρ Ἀβραὰμ = For",2.127659574468085,"Ἀβραὰμ","Ἀβραάμ","G00110"
111104,"heb","6","13","4","τῷ γὰρ Ἀβραὰμ",3,0,"to Abraham",2,0,"τῷ γὰρ Ἀβραὰμ = to Abraham",2.127659574468085,"Ἀβραὰμ","Ἀβραάμ","G00110"
111219,"heb","7","1","9","Ἀβραὰμ",1,0,"Abraham",1,0,"Ἀβραὰμ = Abraham",57.446808510638306,"Ἀβραὰμ","Ἀβραάμ","G00110"
111276,"heb","7","4","7","Ἀβραὰμ",1,0,"Abraham",1,0,"Ἀβραὰμ = Abraham",57.446808510638306,"Ἀβραὰμ","Ἀβραάμ","G00110"
111355,"heb","7","9","9","Ἀβραὰμ",1,0,"Abraham",1,0,"Ἀβραὰμ = Abraham",57.446808510638306,"Ἀβραὰμ","Ἀβραάμ","G00110"
113039,"heb","11","8","1","Ἀβραὰμ",1,0,"Abraham",1,0,"Ἀβραὰμ = Abraham",57.446808510638306,"Ἀβραὰμ","Ἀβραάμ","G00110"
113186,"heb","11","17","1","Ἀβραὰμ",1,0,"Abraham",1,0,"Ἀβραὰμ = Abraham",57.446808510638306,"Ἀβραὰμ","Ἀβραάμ","G00110"
115026,"jas","2","21","2","Ἀβραὰμ",1,0,"Abraham",1,0,"Ἀβραὰμ = Abraham",57.446808510638306,"Ἀβραὰμ","Ἀβραάμ","G00110"
115057,"jas","2","23","6","Ἀβραὰμ",1,0,"Abraham",1,0,"Ἀβραὰμ = Abraham",57.446808510638306,"Ἀβραὰμ","Ἀβραάμ","G00110"
12808,"mat","23","37","0","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
28531,"luk","2","25","5","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
28783,"luk","2","41","7","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
28845,"luk","2","45","5","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
29597,"luk","4","9","4","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
31251,"luk","6","17","27","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
35454,"luk","10","30","9","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
38256,"luk","13","34","0","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
40234,"luk","17","11","4","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
41427,"luk","19","11","12","Ἰερουσαλὴμ",1,0,"to Jerusalem",2,0,"Ἰερουσαλὴμ = to Jerusalem",2.4390243902439024,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
43075,"luk","21","24","11","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
45447,"luk","24","18","12","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
45977,"luk","24","52","6","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
60541,"act","1","8","16","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
60617,"act","1","12","3","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
60626,"act","1","12","12","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
60964,"act","2","5","5","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
61106,"act","2","14","18","Ἰερουσαλὴμ",1,0,"in Jerusalem",2,0,"Ἰερουσαλὴμ = in Jerusalem",4.878048780487805,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
62449,"act","4","16","11","Ἰερουσαλὴμ",1,0,"in Jerusalem",2,0,"Ἰερουσαλὴμ = in Jerusalem",4.878048780487805,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
63364,"act","5","28","11","τὴν Ἰερουσαλὴμ",2,0,"Jerusalem",1,0,"τὴν Ἰερουσαλὴμ = Jerusalem",2.4390243902439024,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
63752,"act","6","7","10","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
65411,"act","8","26","18","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
66023,"act","9","21","13","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
66102,"act","9","26","2","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
67628,"act","11","22","15","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
68241,"act","12","25","10","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
68738,"act","13","27","4","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
69678,"act","15","2","28","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
73696,"act","21","11","23","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
73743,"act","21","13","20","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
74374,"act","22","5","26","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
74573,"act","22","17","5","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
75056,"act","23","11","17","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
84293,"rom","15","19","11","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
84382,"rom","15","25","4","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
84480,"rom","15","31","10","ἡ εἰς Ἰερουσαλὴμ",3,0,"for Jerusalem",2,0,"ἡ εἰς Ἰερουσαλὴμ = for Jerusalem",2.4390243902439024,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
97401,"gal","4","26","2","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
113869,"heb","12","22","9","Ἰερουσαλὴμ",1,0,"the",1,0,"Ἰερουσαλὴμ = the",2.4390243902439024,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
113871,"heb","12","22","11","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
129264,"rev","21","2","6","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
129464,"rev","21","10","18","Ἰερουσαλὴμ",1,0,"Jerusalem",1,0,"Ἰερουσαλὴμ = Jerusalem",85.36585365853658,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140"
786,"mat","3","1","4","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
826,"mat","3","4","2","ὁ Ἰωάννης",2,0,"John",1,0,"ὁ Ἰωάννης = John",21.818181818181817,"Ἰωάννης","Ἰωάννης","G24910"
998,"mat","3","14","0","ὁ δὲ Ἰωάννης",3,0,"But John",2,0,"ὁ δὲ Ἰωάννης = But John",1.8181818181818181,"Ἰωάννης","Ἰωάννης","G24910"
1247,"mat","4","12","3","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
4425,"mat","10","2","19","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
5057,"mat","11","2","0","ὁ δὲ Ἰωάννης",3,0,"Now",1,0,"ὁ δὲ Ἰωάννης = Now",1.8181818181818181,"Ἰωάννης","Ἰωάννης","G24910"
5059,"mat","11","2","2","ὁ δὲ Ἰωάννης",3,0,"John",1,0,"ὁ δὲ Ἰωάννης = John",1.8181818181818181,"Ἰωάννης","Ἰωάννης","G24910"
5268,"mat","11","18","1","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
7320,"mat","14","2","6","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
7350,"mat","14","4","1","ὁ Ἰωάννης",2,0,"John",1,0,"ὁ Ἰωάννης = John",21.818181818181817,"Ἰωάννης","Ἰωάννης","G24910"
11416,"mat","21","32","1","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
16708,"mrk","1","4","0","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
16742,"mrk","1","6","0","ὁ Ἰωάννης",2,0,"John",1,0,"ὁ Ἰωάννης = John",21.818181818181817,"Ἰωάννης","Ἰωάννης","G24910"
19880,"mrk","6","14","10","ὅτι Ἰωάννης",2,0,"John",1,0,"ὅτι Ἰωάννης = John",5.454545454545454,"Ἰωάννης","Ἰωάννης","G24910"
19940,"mrk","6","18","1","ὁ Ἰωάννης",2,0,"John",1,0,"ὁ Ἰωάννης = John",21.818181818181817,"Ἰωάννης","Ἰωάννης","G24910"
22322,"mrk","9","38","0","ὁ Ἰωάννης",2,0,"John",1,0,"ὁ Ἰωάννης = John",21.818181818181817,"Ἰωάννης","Ἰωάννης","G24910"
23051,"mrk","10","35","3","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
24641,"mrk","13","3","13","καὶ Ἰωάννης",2,0,"John",1,0,"καὶ Ἰωάννης = John",1.8181818181818181,"Ἰωάννης","Ἰωάννης","G24910"
27905,"luk","1","60","8","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
27936,"luk","1","63","8","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
29244,"luk","3","16","0","ὁ Ἰωάννης",2,0,"John",1,0,"ὁ Ἰωάννης = John",21.818181818181817,"Ἰωάννης","Ἰωάννης","G24910"
32178,"luk","7","18","14","ὁ Ἰωάννης",2,0,"John",1,0,"ὁ Ἰωάννης = John",21.818181818181817,"Ἰωάννης","Ἰωάννης","G24910"
32198,"luk","7","20","7","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
32422,"luk","7","33","1","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
33918,"luk","9","7","16","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
34707,"luk","9","49","1","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
34793,"luk","9","54","6","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
35698,"luk","11","1","24","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
46053,"jhn","1","6","7","Ἰωάννης",1,0,"was John",2,0,"Ἰωάννης = was John",1.8181818181818181,"Ἰωάννης","Ἰωάννης","G24910"
46167,"jhn","1","15","0","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
46337,"jhn","1","26","0","ὁ Ἰωάννης",2,0,"John",1,0,"ὁ Ἰωάννης = John",21.818181818181817,"Ἰωάννης","Ἰωάννης","G24910"
46374,"jhn","1","28","8","ὁ Ἰωάννης",2,0,"John",1,0,"ὁ Ἰωάννης = John",21.818181818181817,"Ἰωάννης","Ἰωάννης","G24910"
46428,"jhn","1","32","0","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
46489,"jhn","1","35","4","ὁ Ἰωάννης",2,0,"John",1,0,"ὁ Ἰωάννης = John",21.818181818181817,"Ἰωάννης","Ἰωάννης","G24910"
47530,"jhn","3","23","1","ὁ Ἰωάννης",2,0,"John",1,0,"ὁ Ἰωάννης = John",21.818181818181817,"Ἰωάννης","Ἰωάννης","G24910"
47547,"jhn","3","24","1","ὁ Ἰωάννης",2,0,"John",1,0,"ὁ Ἰωάννης = John",21.818181818181817,"Ἰωάννης","Ἰωάννης","G24910"
47592,"jhn","3","27","0","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
47768,"jhn","4","1","16","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
53422,"jhn","10","40","9","ἦν Ἰωάννης",2,0,"John",1,0,"ἦν Ἰωάννης = John",1.8181818181818181,"Ἰωάννης","Ἰωάννης","G24910"
53435,"jhn","10","41","6","ὅτι Ἰωάννης",2,0,"John",1,0,"ὅτι Ἰωάννης = John",5.454545454545454,"Ἰωάννης","Ἰωάννης","G24910"
53443,"jhn","10","41","14","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
60475,"act","1","5","0","ὅτι Ἰωάννης",2,0,"John",1,0,"ὅτι Ἰωάννης = John",5.454545454545454,"Ἰωάννης","Ἰωάννης","G24910"
60641,"act","1","13","13","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
61705,"act","3","1","3","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
62270,"act","4","6","7","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
62495,"act","4","19","3","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
67056,"act","10","37","15","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
67502,"act","11","16","9","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
68492,"act","13","13","13","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
68688,"act","13","25","1","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
72190,"act","19","4","3","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
96377,"gal","2","9","11","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
121421,"rev","1","4","0","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
121536,"rev","1","9","1","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
129917,"rev","22","8","1","Ἰωάννης",1,0,"John",1,0,"Ἰωάννης = John",61.81818181818181,"Ἰωάννης","Ἰωάννης","G24910"
384,"mat","2","2","6","τῶν Ἰουδαίων",2,0,"of the Jews",3,0,"τῶν Ἰουδαίων = of the Jews",1.1627906976744187,"Ἰουδαίων","Ἰουδαῖος","G24530"
15596,"mat","27","11","16","Ἰουδαίων",1,0,"Jews",1,0,"Ἰουδαίων = Jews",61.627906976744185,"Ἰουδαίων","Ἰουδαῖος","G24530"
15869,"mat","27","29","22","Ἰουδαίων",1,0,"Jews",1,0,"Ἰουδαίων = Jews",61.627906976744185,"Ἰουδαίων","Ἰουδαῖος","G24530"
15960,"mat","27","37","14","Ἰουδαίων",1,0,"Jews",1,0,"Ἰουδαίων = Jews",61.627906976744185,"Ἰουδαίων","Ἰουδαῖος","G24530"
26301,"mrk","15","2","8","Ἰουδαίων",1,0,"Jews",1,0,"Ἰουδαίων = Jews",61.627906976744185,"Ἰουδαίων","Ἰουδαῖος","G24530"
26378,"mrk","15","9","11","Ἰουδαίων",1,0,"Jews",1,0,"Ἰουδαίων = Jews",61.627906976744185,"Ἰουδαίων","Ἰουδαῖος","G24530"
26412,"mrk","15","12","12","Ἰουδαίων",1,0,"Jews",1,0,"Ἰουδαίων = Jews",61.627906976744185,"Ἰουδαίων","Ἰουδαῖος","G24530"
