"originalWord","frequency","counts","countsSeries","total","ratio"
"ὀνόματι","ὀνόματι = named                 29
ὀνόματι = name                  20
ὀνόματι = the name              11
τῷ ὀνόματι = name                8
τῷ σῷ ὀνόματι = in your name     3
ὀνόματι = by name                1
ἐν τῷ ὀνόματι = name             1
ἐν τῷ ὀνόματι = with             1
ὀνόματι = a man named            1
τῷ ὀνόματι = in                  1
Name: alignmentTxt, dtype: int64","[29, 20, 11, 8, 3, 1, 1, 1, 1, 1]","count    10.000000
mean      7.600000
std       9.788883
min       1.000000
25%       1.000000
50%       2.000000
75%      10.250000
max      29.000000
Name: alignmentTxt, dtype: float64",76,"[0.3815789473684211, 0.2631578947368421, 0.14473684210526316, 0.10526315789473684, 0.039473684210526314, 0.013157894736842105, 0.013157894736842105, 0.013157894736842105, 0.013157894736842105, 0.013157894736842105]"
"Φαρισαῖοι","Φαρισαῖοι = Pharisees        47
Φαρισαῖοι = the Pharisees     1
οἱ Φαρισαῖοι = Pharisees      1
Name: alignmentTxt, dtype: int64","[47, 1, 1]","count     3.000000
mean     16.333333
std      26.558112
min       1.000000
25%       1.000000
50%       1.000000
75%      24.000000
max      47.000000
Name: alignmentTxt, dtype: float64",49,"[0.9591836734693877, 0.02040816326530612, 0.02040816326530612]"
"δύναται","δύναται = can                          23
οὐ δύναται = cannot                    12
δύναται = able                          9
δύναται = is able                       8
δύναται = is                            6
δύναται = he is                         3
οὐ δύναται = he cannot                  2
οὐ δύναται = can                        2
μὴ δύναται = Is                         1
μὴ δύναται = can he                     1
μὴ δύναται = able                       1
δύναται = could                         1
μὴ δύναται = Can                        1
οὐ δύναται δὲ = cannot                  1
οὐ δύναται = but he cannot              1
δύναται = will be able                  1
δύναται = he is able                    1
δύναται = able to do so                 1
μὴ δύναται = cannot                     1
καὶ οὐ δύναται = He cannot continue     1
δύναται = Can                           1
ἐν οὐδενὶ δύναται = cannot              1
καὶ οὐ δύναται = He cannot              1
δύναται = it is                         1
Name: alignmentTxt, dtype: int64","[23, 12, 9, 8, 6, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","count    24.000000
mean      3.375000
std       5.165205
min       1.000000
25%       1.000000
50%       1.000000
75%       2.250000
max      23.000000
Name: alignmentTxt, dtype: float64",81,"[0.2839506172839506, 0.14814814814814814, 0.1111111111111111, 0.09876543209876543, 0.07407407407407407, 0.037037037037037035, 0.024691358024691357, 0.024691358024691357, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678]"
"προφητῶν","προφητῶν = prophets           26
προφητῶν = of                  8
τῶν προφητῶν = prophets        2
προφητῶν = of prophets         2
προφητῶν = from                1
τῶν προφητῶν = of              1
προφητῶν = former prophets     1
προφητῶν = Prophets            1
Name: alignmentTxt, dtype: int64","[26, 8, 2, 2, 1, 1, 1, 1]","count     8.0000
mean      5.2500
std       8.7137
min       1.0000
25%       1.0000
50%       1.5000
75%       3.5000
max      26.0000
Name: alignmentTxt, dtype: float64",42,"[0.6190476190476191, 0.19047619047619047, 0.047619047619047616, 0.047619047619047616, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808]"
"ἁμαρτίας","ἁμαρτίας = sins                    15
τῆς ἁμαρτίας = of sin               9
τὰς ἁμαρτίας = sins                 9
ἁμαρτίας = sin                      7
τῆς ἁμαρτίας = sin                  5
ἁμαρτίας = of sin                   4
ἁμαρτίας = for sin                  1
ἁμαρτίας = sinful                   1
ἁμαρτίας = sin offerings            1
τὰς ἁμαρτίας αὐτῶν = their sins     1
ἁμαρτίας μέν = sin                  1
ἁμαρτίας = from sin                 1
ἁμαρτίας = with sin                 1
ἁμαρτίας = to sin                   1
περὶ ἁμαρτίας = sin offerings       1
Name: alignmentTxt, dtype: int64","[15, 9, 9, 7, 5, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]","count    15.000000
mean      3.866667
std       4.323799
min       1.000000
25%       1.000000
50%       1.000000
75%       6.000000
max      15.000000
Name: alignmentTxt, dtype: float64",58,"[0.25862068965517243, 0.15517241379310345, 0.15517241379310345, 0.1206896551724138, 0.08620689655172414, 0.06896551724137931, 0.017241379310344827, 0.017241379310344827, 0.017241379310344827, 0.017241379310344827, 0.017241379310344827, 0.017241379310344827, 0.017241379310344827, 0.017241379310344827, 0.017241379310344827]"
"Υἱὸς","Υἱὸς = Son        80
Υἱὸς = the Son    10
μὲν Υἱὸς = Son     2
ὁ Υἱὸς = Son       1
Υἱὸς = son         1
Υἱὸς = of God      1
Υἱὸς = a Son       1
Name: alignmentTxt, dtype: int64","[80, 10, 2, 1, 1, 1, 1]","count     7.000000
mean     13.714286
std      29.414930
min       1.000000
25%       1.000000
50%       1.000000
75%       6.000000
max      80.000000
Name: alignmentTxt, dtype: float64",96,"[0.8333333333333334, 0.10416666666666667, 0.020833333333333332, 0.010416666666666666, 0.010416666666666666, 0.010416666666666666, 0.010416666666666666]"
"Υἱὸν","Υἱὸν = Son        40
τὸν Υἱὸν = Son     5
Υἱὸν = a son       2
Υἱὸν = the Son     1
Name: alignmentTxt, dtype: int64","[40, 5, 2, 1]","count     4.000000
mean     12.000000
std      18.743888
min       1.000000
25%       1.750000
50%       3.500000
75%      13.750000
max      40.000000
Name: alignmentTxt, dtype: float64",48,"[0.8333333333333334, 0.10416666666666667, 0.041666666666666664, 0.020833333333333332]"
"Υἱοῦ","Υἱοῦ = Son              19
τοῦ Υἱοῦ = Son          10
τοῦ Υἱοῦ = of            5
Υἱοῦ = of                4
Υἱοῦ = to be the Son     1
Υἱοῦ = the Son           1
Name: alignmentTxt, dtype: int64","[19, 10, 5, 4, 1, 1]","count     6.000000
mean      6.666667
std       6.889606
min       1.000000
25%       1.750000
50%       4.500000
75%       8.750000
max      19.000000
Name: alignmentTxt, dtype: float64",40,"[0.475, 0.25, 0.125, 0.1, 0.025, 0.025]"
"δώδεκα","δώδεκα = twelve                            56
δώδεκα = 12                                 8
δώδεκα = the twelve                         2
δώδεκα = for twelve                         2
δώδεκα = of                                 2
τοὺς δώδεκα μαθητὰς = twelve disciples      1
δώδεκα = were the twelve                    1
τοὺς δώδεκα = twelve                        1
τοῖς δώδεκα μαθηταῖς = twelve disciples     1
δώδεκα = Twelve                             1
δώδεκα = were twelve                        1
δώδεκα = twelve disciples                   1
Name: alignmentTxt, dtype: int64","[56, 8, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1]","count    12.000000
mean      6.416667
std      15.739114
min       1.000000
25%       1.000000
50%       1.000000
75%       2.000000
max      56.000000
Name: alignmentTxt, dtype: float64",77,"[0.7272727272727273, 0.1038961038961039, 0.025974025974025976, 0.025974025974025976, 0.025974025974025976, 0.012987012987012988, 0.012987012987012988, 0.012987012987012988, 0.012987012987012988, 0.012987012987012988, 0.012987012987012988, 0.012987012987012988]"
"ἀληθείας","ἀληθείας = truth           26
τῆς ἀληθείας = of truth     5
ἀληθείας = of the truth     4
ἀληθείας = of               3
ἐπ’ ἀληθείας = truly        2
ἀληθείας = of truth         2
ἀληθείας = true             1
ἐπ’ ἀληθείας = Truly        1
ἀληθείας = in the truth     1
τῆς ἀληθείας = of Truth     1
Name: alignmentTxt, dtype: int64","[26, 5, 4, 3, 2, 2, 1, 1, 1, 1]","count    10.000000
mean      4.600000
std       7.647803
min       1.000000
25%       1.000000
50%       2.000000
75%       3.750000
max      26.000000
Name: alignmentTxt, dtype: float64",46,"[0.5652173913043478, 0.10869565217391304, 0.08695652173913043, 0.06521739130434782, 0.043478260869565216, 0.043478260869565216, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608]"
"μὲν","μὲν = indeed               35
μὲν = both                  3
μὲν Υἱὸς = Son              2
εἰ μὲν = if                 2
ἀνὴρ μὲν = a man            2
                           ..
τοὺς μὲν = the              1
μὲν = this                  1
μὲν ταπεινὸς = I            1
μὲν ὑμᾶς = you              1
Ἰουδαίοις μὲν = to Jews     1
Name: alignmentTxt, Length: 89, dtype: int64","[35, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","count    89.000000
mean      1.438202
std       3.608560
min       1.000000
25%       1.000000
50%       1.000000
75%       1.000000
max      35.000000
Name: alignmentTxt, dtype: float64",128,"[0.2734375, 0.0234375, 0.015625, 0.015625, 0.015625, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125]"
"λόγος","λόγος = word             31
ὁ λόγος = word            9
λόγος = message           6
λόγος = Word              5
λόγος = saying            2
λόγος = a word            2
λόγος = promises          1
λόγος = a message         1
ὁ λόγος = account         1
ὁ λόγος = teaching        1
λόγος = talk              1
λόγος = speech            1
ὁ λόγος = to say          1
λόγος = report            1
ὁ λόγος = speech          1
λόγος = statement         1
ὁ λόγος = a               1
ὁ λόγος = report          1
καὶ ὁ λόγος = message     1
ὁ λόγος = words           1
ὁ λόγος = statement       1
ὁ λόγος = have            1
Name: alignmentTxt, dtype: int64","[31, 9, 6, 5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","count    22.000000
mean      3.227273
std       6.538762
min       1.000000
25%       1.000000
50%       1.000000
75%       1.750000
max      31.000000
Name: alignmentTxt, dtype: float64",71,"[0.43661971830985913, 0.1267605633802817, 0.08450704225352113, 0.07042253521126761, 0.028169014084507043, 0.028169014084507043, 0.014084507042253521, 0.014084507042253521, 0.014084507042253521, 0.014084507042253521, 0.014084507042253521, 0.014084507042253521, 0.014084507042253521, 0.014084507042253521, 0.014084507042253521, 0.014084507042253521, 0.014084507042253521, 0.014084507042253521, 0.014084507042253521, 0.014084507042253521, 0.014084507042253521, 0.014084507042253521]"
"λόγῳ","λόγῳ = word                             14
λόγῳ = the word                          4
λόγῳ = words                             4
λόγῳ = statement                         3
λόγῳ = to                                3
λόγῳ = speech                            2
λόγῳ = command                           2
λόγῳ = with a word                       2
τῷ λόγῳ = word                           2
λόγῳ = in word                           1
λόγῳ = reason                            1
λόγῳ = talk                              1
λόγῳ = message                           1
λόγῳ = with words                        1
τῷ λόγῳ = statement                      1
λόγῳ = These are things done by word     1
τῷ λόγῳ = matter                         1
λόγῳ = with                              1
λόγῳ = in speech                         1
λόγῳ = by the word                       1
τῷ αὐτῷ λόγῳ = by that same command      1
λόγῳ = his own words                     1
Name: alignmentTxt, dtype: int64","[14, 4, 4, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","count    22.000000
mean      2.227273
std       2.810386
min       1.000000
25%       1.000000
50%       1.000000
75%       2.000000
max      14.000000
Name: alignmentTxt, dtype: float64",49,"[0.2857142857142857, 0.08163265306122448, 0.08163265306122448, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]"
"λόγον","λόγον = word                           60
τὸν λόγον = word                       16
λόγον = message                        10
λόγον = a word                          6
λόγον = an account                      4
λόγον = talk                            2
λόγον = the word                        2
λόγον = account                         2
λόγον = to                              2
λόγον = question                        2
λόγον = of                              2
λόγον = accounts                        2
τὸν λόγον = to                          1
λόγον = as the word                     1
λόγον = news                            1
λόγον = speech                          1
λόγον = statement                       1
λόγον = the reason                      1
λόγον = words                           1
λόγον = matter                          1
τὸν λόγον = an account                  1
λόγον = and a                           1
τὸν λόγον = teaching                    1
τὸν λόγον = command                     1
τὸν λόγον = statement                   1
λόγον = the matter                      1
τὸν λόγον = words                       1
λόγον = report                          1
λόγον = book                            1
τὸν λόγον = what Jesus said             1
λόγον = an accusation                   1
λόγον = thing                           1
λόγον = his sentence                    1
καὶ τὸν λόγον = word                    1
λόγον = another word                    1
κατὰ λόγον = it would be reasonable     1
Name: alignmentTxt, dtype: int64","[60, 16, 10, 6, 4, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","count    36.000000
mean      3.722222
std      10.087081
min       1.000000
25%       1.000000
50%       1.000000
75%       2.000000
max      60.000000
Name: alignmentTxt, dtype: float64",134,"[0.44776119402985076, 0.11940298507462686, 0.07462686567164178, 0.04477611940298507, 0.029850746268656716, 0.014925373134328358, 0.014925373134328358, 0.014925373134328358, 0.014925373134328358, 0.014925373134328358, 0.014925373134328358, 0.014925373134328358, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179, 0.007462686567164179]"
"ἔργα","ἔργα = works                 21
τὰ ἔργα = works              16
τὰ ἔργα = deeds              11
ἔργα = deeds                  4
τὰ ἔργα = work                1
καὶ τὰ ἔργα = works           1
τὰ ἔργα = actions             1
καὶ ἔργα = the work           1
τὰ καλὰ ἔργα = good deeds     1
τὰ ἔργα = are                 1
ἔργα = things                 1
Name: alignmentTxt, dtype: int64","[21, 16, 11, 4, 1, 1, 1, 1, 1, 1, 1]","count    11.000000
mean      5.363636
std       7.242551
min       1.000000
25%       1.000000
50%       1.000000
75%       7.500000
max      21.000000
Name: alignmentTxt, dtype: float64",59,"[0.3559322033898305, 0.2711864406779661, 0.1864406779661017, 0.06779661016949153, 0.01694915254237288, 0.01694915254237288, 0.01694915254237288, 0.01694915254237288, 0.01694915254237288, 0.01694915254237288, 0.01694915254237288]"
"ἔργον","ἔργον = work              20
τὸ ἔργον = work            8
ἔργον = a                  3
ἔργον = the work           2
τὸ ἔργον = workmanship     1
ἔργον = actions            1
ἔργον = A work             1
ἔργον = its work           1
ἔργον = a work             1
τὸ ἔργον = deeds           1
τὸ ἔργον = deed            1
ἔργον = works              1
Name: alignmentTxt, dtype: int64","[20, 8, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1]","count    12.000000
mean      3.416667
std       5.599648
min       1.000000
25%       1.000000
50%       1.000000
75%       2.250000
max      20.000000
Name: alignmentTxt, dtype: float64",41,"[0.4878048780487805, 0.1951219512195122, 0.07317073170731707, 0.04878048780487805, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025]"
"ἔργων","ἔργων = works           23
ἔργων = the works        7
τῶν ἔργων = works        5
τῶν ἔργων = deeds        3
ἔργων = in               2
ἔργων = of               2
ἔργων = for              1
ἔργων = deeds            1
τῶν ἔργων = Of works     1
ἔργων = actions          1
Name: alignmentTxt, dtype: int64","[23, 7, 5, 3, 2, 2, 1, 1, 1, 1]","count    10.000000
mean      4.600000
std       6.769211
min       1.000000
25%       1.000000
50%       2.000000
75%       4.500000
max      23.000000
Name: alignmentTxt, dtype: float64",46,"[0.5, 0.15217391304347827, 0.10869565217391304, 0.06521739130434782, 0.043478260869565216, 0.043478260869565216, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608]"
"κόσμου","κόσμου = world               43
κόσμου = of the world        14
τοῦ κόσμου = world           11
τοῦ κόσμου = of               6
κόσμου = of                   4
τοῦ κόσμου = of the world     2
τοῦ κόσμου = world's          1
κόσμου = the world            1
κόσμου = the                  1
Name: alignmentTxt, dtype: int64","[43, 14, 11, 6, 4, 2, 1, 1, 1]","count     9.000000
mean      9.222222
std      13.507200
min       1.000000
25%       1.000000
50%       4.000000
75%      11.000000
max      43.000000
Name: alignmentTxt, dtype: float64",83,"[0.5180722891566265, 0.1686746987951807, 0.13253012048192772, 0.07228915662650602, 0.04819277108433735, 0.024096385542168676, 0.012048192771084338, 0.012048192771084338, 0.012048192771084338]"
"κόσμον","κόσμον = world        42
τὸν κόσμον = world     2
κόσμον = the world     1
Name: alignmentTxt, dtype: int64","[42, 2, 1]","count     3.000000
mean     15.000000
std      23.388031
min       1.000000
25%       1.500000
50%       2.000000
75%      22.000000
max      42.000000
Name: alignmentTxt, dtype: float64",45,"[0.9333333333333333, 0.044444444444444446, 0.022222222222222223]"
"γῆν","γῆν = earth               35
γῆν = land                14
γῆν = ground               8
γῆν = soil                 6
γῆν = the land             3
τὴν γῆν = land             2
γῆν = a                    1
γῆν = in the ground        1
γῆν = the                  1
τὴν γῆν = earth            1
γῆν = earth's              1
γῆν = the soil             1
γῆν = shore                1
τὴν γῆν = region           1
τὴν γῆν = soil             1
τὴν γῆν = by the earth     1
Name: alignmentTxt, dtype: int64","[35, 14, 8, 6, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","count    16.00000
mean      4.87500
std       8.80814
min       1.00000
25%       1.00000
50%       1.00000
75%       3.75000
max      35.00000
Name: alignmentTxt, dtype: float64",78,"[0.44871794871794873, 0.1794871794871795, 0.10256410256410256, 0.07692307692307693, 0.038461538461538464, 0.02564102564102564, 0.01282051282051282, 0.01282051282051282, 0.01282051282051282, 0.01282051282051282, 0.01282051282051282, 0.01282051282051282, 0.01282051282051282, 0.01282051282051282, 0.01282051282051282, 0.01282051282051282]"
"γῆς","γῆς = earth           96
τῆς γῆς = earth       10
γῆς = of              10
γῆς = land             9
γῆς = ground           7
γῆς = the land         4
γῆς = soil             3
γῆς = the earth        2
γῆς = shore            1
γῆς = on               1
τῆς γῆς = land         1
γῆς = of the earth     1
Name: alignmentTxt, dtype: int64","[96, 10, 10, 9, 7, 4, 3, 2, 1, 1, 1, 1]","count    12.000000
mean     12.083333
std      26.674667
min       1.000000
25%       1.000000
50%       3.500000
75%       9.250000
max      96.000000
Name: alignmentTxt, dtype: float64",145,"[0.6620689655172414, 0.06896551724137931, 0.06896551724137931, 0.06206896551724138, 0.04827586206896552, 0.027586206896551724, 0.020689655172413793, 0.013793103448275862, 0.006896551724137931, 0.006896551724137931, 0.006896551724137931, 0.006896551724137931]"
"χάριν","χάριν = grace               26
χάριν = favor                4
χάριν = gratitude            3
χάριν = a favor              2
χάριν = blessing             2
χάριν = a gift               1
χάριν = thanks               1
τὴν χάριν = gift             1
τὴν χάριν = act of grace     1
χάριν = a                    1
τὴν χάριν = grace            1
Name: alignmentTxt, dtype: int64","[26, 4, 3, 2, 2, 1, 1, 1, 1, 1, 1]","count    11.000000
mean      3.909091
std       7.395330
min       1.000000
25%       1.000000
50%       1.000000
75%       2.500000
max      26.000000
Name: alignmentTxt, dtype: float64",43,"[0.6046511627906976, 0.09302325581395349, 0.06976744186046512, 0.046511627906976744, 0.046511627906976744, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372]"
"χάρις","χάρις = grace               17
χάρις = Grace               12
ἡ χάρις = grace              8
ἡ χάρις = Grace              6
χάρις = thanks be            3
χάρις = May grace be         3
χάρις = credit               3
ἡ χάρις = May grace          1
χάρις = May grace            1
χάρις = praiseworthy         1
χάρις = worthy of praise     1
χάρις = Thanks               1
χάρις = But thanks be        1
χάρις = thanks               1
χάρις = the grace            1
Name: alignmentTxt, dtype: int64","[17, 12, 8, 6, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1]","count    15.000000
mean      4.000000
std       4.840307
min       1.000000
25%       1.000000
50%       1.000000
75%       4.500000
max      17.000000
Name: alignmentTxt, dtype: float64",60,"[0.2833333333333333, 0.2, 0.13333333333333333, 0.1, 0.05, 0.05, 0.05, 0.016666666666666666, 0.016666666666666666, 0.016666666666666666, 0.016666666666666666, 0.016666666666666666, 0.016666666666666666, 0.016666666666666666, 0.016666666666666666]"
"οἶκον","οἶκον = house                     23
τὸν οἶκον = house                  9
οἶκον = home                       3
οἶκον = the house                  2
οἶκον = household                  2
οἶκον = a house                    2
τὸν οἶκον = household              2
οἶκον = of house                   1
τὸν οἶκον = home                   1
οἶκον ἐμπορίου = a marketplace     1
οἶκον = in                         1
Name: alignmentTxt, dtype: int64","[23, 9, 3, 2, 2, 2, 2, 1, 1, 1, 1]","count    11.000000
mean      4.272727
std       6.619530
min       1.000000
25%       1.000000
50%       2.000000
75%       2.500000
max      23.000000
Name: alignmentTxt, dtype: float64",47,"[0.48936170212765956, 0.19148936170212766, 0.06382978723404255, 0.0425531914893617, 0.0425531914893617, 0.0425531914893617, 0.0425531914893617, 0.02127659574468085, 0.02127659574468085, 0.02127659574468085, 0.02127659574468085]"
"λαοῦ","λαοῦ = people          33
λαοῦ = of               7
τοῦ λαοῦ = people       2
λαοῦ = to               1
τοῦ λαοῦ = people's     1
λαοῦ = people's         1
καὶ λαοῦ = people       1
τοῦ λαοῦ = of           1
Name: alignmentTxt, dtype: int64","[33, 7, 2, 1, 1, 1, 1, 1]","count     8.000000
mean      5.875000
std      11.153955
min       1.000000
25%       1.000000
50%       1.000000
75%       3.250000
max      33.000000
Name: alignmentTxt, dtype: float64",47,"[0.7021276595744681, 0.14893617021276595, 0.0425531914893617, 0.02127659574468085, 0.02127659574468085, 0.02127659574468085, 0.02127659574468085, 0.02127659574468085]"
"λαῷ","λαῷ = people       21
λαῷ = to            9
τῷ λαῷ = people     5
τῷ λαῷ = to         3
τῷ λαῷ = for        2
λαῷ = by            2
Name: alignmentTxt, dtype: int64","[21, 9, 5, 3, 2, 2]","count     6.000000
mean      7.000000
std       7.348469
min       2.000000
25%       2.250000
50%       4.000000
75%       8.000000
max      21.000000
Name: alignmentTxt, dtype: float64",42,"[0.5, 0.21428571428571427, 0.11904761904761904, 0.07142857142857142, 0.047619047619047616, 0.047619047619047616]"
