"id","orginalWord","lemma","strong","alignmentsForOriginalWord","alignmentFrequency%","alignmentFreq","alignmentFreq-min","alignmentFreq-max","alignmentFreq-mean","alignmentFreq-stddev","alignmentFreq-total","alignmentFreq-meanNormalized","alignmentFreq-stddevNormalized","origWordsCount-min","origWordsCount-max","origWordsCount-mean","origWordsCount-stddev","origWordsCount-total","origWordsCount-meanNormalized","origWordsCount-stddevNormalized","origWordsBetween-min","origWordsBetween-max","origWordsBetween-mean","origWordsBetween-stddev","origWordsBetween-total","origWordsBetween-meanNormalized","origWordsBetween-stddevNormalized","targetWordsCount-min","targetWordsCount-max","targetWordsCount-mean","targetWordsCount-stddev","targetWordsCount-total","targetWordsCount-meanNormalized","targetWordsCount-stddevNormalized","targetWordsBetween-min","targetWordsBetween-max","targetWordsBetween-mean","targetWordsBetween-stddev","targetWordsBetween-total","targetWordsBetween-meanNormalized","targetWordsBetween-stddevNormalized"
"Πατρί","Πατρί","πατήρ","G39620",1,"{'Πατρί = Отца': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"Πατρὸς","Πατρὸς","πατήρ","G39620",3,"{'Πατρὸς = Отца': 100.0}","[3]",3,3,3.0,0.0,3,1.0,0.0,1,1,1.0,0.0,3,0.3333333333333333,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,3,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0
"Πατὴρ","Πατὴρ","πατήρ","G39620",3,"{'Πατὴρ = Отец': 66.66666666666666, 'ὁ Πατὴρ = Отец': 33.33333333333333}","[2, 1]",1,2,1.5,0.5,3,0.5,0.16666666666666666,1,2,1.3333333333333333,0.4714045207910317,4,0.3333333333333333,0.11785113019775792,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,3,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0
"Παῦλος","Παῦλος","Παῦλος","G39720",3,"{'Παῦλος = Павел': 100.0}","[3]",3,3,3.0,0.0,3,1.0,0.0,1,1,1.0,0.0,3,0.3333333333333333,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,3,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0
"Πνεύματι","Πνεύματι","πνεῦμα","G41510",6,"{'Πνεύματι = Духе': 66.66666666666666, 'τῷ Πνεύματι = Духа': 16.666666666666664, 'ἐν Πνεύματι = Духом': 16.666666666666664}","[4, 1, 1]",1,4,2.0,1.4142135623730951,6,0.3333333333333333,0.23570226039551584,1,2,1.3333333333333333,0.4714045207910317,8,0.16666666666666666,0.05892556509887896,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,6,0.16666666666666666,0.0,0,0,0.0,0.0,0,0,0
"Πνεύματος","Πνεύματος","πνεῦμα","G41510",4,"{'Πνεύματος = Духом': 25.0, 'τοῦ Πνεύματος = Духа': 25.0, 'τοῦ Πνεύματος = Дух': 25.0, 'τοῦ Πνεύματος = духа': 25.0}","[1, 1, 1, 1]",1,1,1.0,0.0,4,0.25,0.0,1,2,1.75,0.4330127018922193,7,0.25,0.06185895741317419,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,4,0.25,0.0,0,0,0.0,0.0,0,0,0
"Πνεῦμα","Πνεῦμα","πνεῦμα","G41510",2,"{'τὸ Πνεῦμα = Духа': 50.0, 'Πνεῦμα = Дух': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,2,1.5,0.5,3,0.5,0.16666666666666666,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0,0
"Σωτὴρ","Σωτὴρ","σωτήρ","G49900",1,"{'Σωτὴρ = Спаситель': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"Σωτῆρος","Σωτῆρος","σωτήρ","G49900",6,"{'τοῦ Σωτῆρος = Спасителя': 83.33333333333334, 'Σωτῆρος = Спасителя': 16.666666666666664}","[5, 1]",1,5,3.0,2.0,6,0.5,0.3333333333333333,1,2,1.8333333333333333,0.3726779962499649,11,0.16666666666666666,0.03387981784090591,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,6,0.16666666666666666,0.0,0,0,0.0,0.0,0,0,0
"Τίτῳ","Τίτῳ","Τίτος","G51030",1,"{'Τίτῳ = Титу': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"Τυχικόν","Τυχικόν","Τυχικός","G51900",1,"{'Τυχικόν = Тихика': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"Τυχικὸς","Τυχικὸς","Τυχικός","G51900",1,"{'Τυχικὸς = Тихик': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"Υἱοῦ","Υἱοῦ","υἱός","G52070",1,"{'τοῦ Υἱοῦ = Сына': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"Χριστοῦ","Χριστοῦ","χριστός","G55470",24,"{'Χριστοῦ = Христа': 62.5, 'τοῦ Χριστοῦ = Христа': 37.5}","[15, 9]",9,15,12.0,3.0,24,0.5,0.125,1,2,1.375,0.4841229182759271,33,0.041666666666666664,0.014670391462906877,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,24,0.041666666666666664,0.0,0,0,0.0,0.0,0,0,0
"Χριστόν","Χριστόν","χριστός","G55470",1,"{'τὸν Χριστόν = Христа': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"Χριστός","Χριστός","χριστός","G55470",2,"{'ὁ Χριστός = Христос': 50.0, 'Χριστός = Христос': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,2,1.5,0.5,3,0.5,0.16666666666666666,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0,0
"Χριστὸν","Χριστὸν","χριστός","G55470",3,"{'Χριστὸν = Христу': 33.33333333333333, 'Χριστὸν = Христа': 33.33333333333333, 'τὸν Χριστὸν = Христу': 33.33333333333333}","[1, 1, 1]",1,1,1.0,0.0,3,0.3333333333333333,0.0,1,2,1.3333333333333333,0.4714045207910317,4,0.3333333333333333,0.11785113019775792,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,3,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0
"Χριστὸς","Χριστὸς","χριστός","G55470",4,"{'ὁ Χριστὸς = Христос': 100.0}","[4]",4,4,4.0,0.0,4,1.0,0.0,2,2,2.0,0.0,8,0.25,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,4,0.25,0.0,0,0,0.0,0.0,0,0,0
"Χριστῷ","Χριστῷ","χριστός","G55470",16,"{'Χριστῷ = Христе': 62.5, 'τῷ Χριστῷ = Христе': 18.75, 'τῷ Χριστῷ = Христа': 12.5, 'τῷ Χριστῷ = Христу': 6.25}","[10, 3, 2, 1]",1,10,4.0,3.5355339059327378,16,0.25,0.2209708691207961,1,2,1.375,0.4841229182759271,22,0.0625,0.02200558719436032,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,16,0.0625,0.0,0,0,0.0,0.0,0,0,0
"αἰσχροκερδῆ","αἰσχροκερδῆ","αἰσχροκερδής","G01460",1,"{'αἰσχροκερδῆ = склонный к постыдной наживе': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,4,4,4.0,0.0,4,1.0,0.0,0,0,0.0,0.0,0,0,0
"αἰσχροῦ","αἰσχροῦ","αἰσχρός","G01500",1,"{'αἰσχροῦ = постыдной': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αἰσχρόν","αἰσχρόν","αἰσχρός","G01500",1,"{'αἰσχρόν = постыдным': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αἰσχρότης","αἰσχρότης","αἰσχρότης","G01510",1,"{'αἰσχρότης = непристойность': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αἰτίαν","αἰτίαν","αἰτία","G01560",1,"{'αἰτίαν = причине': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αἰτούμεθα","αἰτούμεθα","αἰτέω","G01540",1,"{'αἰτούμεθα = просим': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αἰτοῦμαι","αἰτοῦμαι","αἰτέω","G01540",1,"{'αἰτοῦμαι = прошу': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αἰχμαλωσίαν","αἰχμαλωσίαν","αἰχμαλωσία","G01610",1,"{'αἰχμαλωσίαν = плен': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αἰωνίου","αἰωνίου","αἰώνιος","G01660",2,"{'αἰωνίου = вечной': 100.0}","[2]",2,2,2.0,0.0,2,1.0,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0,0
"αἰωνίων","αἰωνίων","αἰώνιος","G01660",1,"{'αἰωνίων = вечных': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αἰώνων","αἰώνων","αἰών","G01650",3,"{'τῶν αἰώνων = веков': 66.66666666666666, 'τῶν αἰώνων = в век': 33.33333333333333}","[2, 1]",1,2,1.5,0.5,3,0.5,0.16666666666666666,2,2,2.0,0.0,6,0.3333333333333333,0.0,0,0,0.0,0.0,0,0.0,0.0,1,2,1.3333333333333333,0.4714045207910317,4,0.3333333333333333,0.11785113019775792,0,0,0.0,0.0,0,0,0
"αἰῶνα","αἰῶνα","αἰών","G01650",1,"{'τὸν αἰῶνα = обыкновением': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αἰῶνι","αἰῶνι","αἰών","G01650",2,"{'αἰῶνι = веке': 50.0, 'τῷ αἰῶνι = веке': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,2,1.5,0.5,3,0.5,0.16666666666666666,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0,0
"αἰῶνος","αἰῶνος","αἰών","G01650",1,"{'τοῦ αἰῶνος = из века': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"αἰῶσιν","αἰῶσιν","αἰών","G01650",1,"{'τοῖς αἰῶσιν = веках': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αἱ","αἱ","ὁ","G35880",3,"{'αἱ γυναῖκες = жёны': 66.66666666666666, 'αἱ ἡμέραι = дни': 33.33333333333333}","[2, 1]",1,2,1.5,0.5,3,0.5,0.16666666666666666,2,2,2.0,0.0,6,0.3333333333333333,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,3,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0
"αἱρετικὸν","αἱρετικὸν","αἱρετικός","G01410",1,"{'αἱρετικὸν = Еретичного': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αἵματι","αἵματι","αἷμα","G01290",1,"{'ἐν τῷ αἵματι = кровью': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αἵματος","αἵματος","αἷμα","G01290",1,"{'τοῦ αἵματος = крови': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αἷμα","αἷμα","αἷμα","G01290",1,"{'αἷμα = крови': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αἷς","αἷς","ὅς","G37390",1,"{'αἷς = которых': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αὐθάδη","αὐθάδη","αὐθάδης","G08290",1,"{'αὐθάδη = дерзкий': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αὐξήσωμεν","αὐξήσωμεν","αὔξω","G08370",1,"{'αὐξήσωμεν = возрастали': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αὐτήν","αὐτήν","αὐτός","G08460",1,"{'αὐτήν = с ней': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"αὐτοκατάκριτος","αὐτοκατάκριτος","αὐτοκατάκριτος","G08430",1,"{'αὐτοκατάκριτος = самоосуждён': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αὐτούς","αὐτούς","αὐτός","G08460",1,"{'αὐτούς = ними': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αὐτοὺς","αὐτοὺς","αὐτός","G08460",2,"{'αὐτοὺς = их': 50.0, 'αὐτοὺς = им': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0,0
"αὐτοῖς","αὐτοῖς","αὐτός","G08460",3,"{'αὐτοῖς = них': 66.66666666666666, 'αὐτοῖς = у них': 33.33333333333333}","[2, 1]",1,2,1.5,0.5,3,0.5,0.16666666666666666,1,1,1.0,0.0,3,0.3333333333333333,0.0,0,0,0.0,0.0,0,0.0,0.0,1,2,1.3333333333333333,0.4714045207910317,4,0.3333333333333333,0.11785113019775792,0,0,0.0,0.0,0,0,0
"αὐτοῦ","αὐτοῦ","αὐτός","G08460",36,"{'αὐτοῦ = Его': 50.0, 'αὐτοῦ = Своего': 8.333333333333332, 'αὐτοῦ = Своей': 8.333333333333332, 'αὐτοῦ = Своей': 5.555555555555555, 'αὐτοῦ = Него': 2.7777777777777777, 'αὐτοῦ = своему': 2.7777777777777777, 'αὐτοῦ = в Него': 2.7777777777777777, 'αὐτοῦ = Своё': 2.7777777777777777, 'αὐτοῦ = Свою': 2.7777777777777777, 'αὐτοῦ = Своему': 2.7777777777777777, 'αὐτοῦ = своей': 2.7777777777777777, 'αὐτοῦ = Самого': 2.7777777777777777, 'τὸ αὐτοῦ = Своей': 2.7777777777777777, 'αὐτοῦ = его': 2.7777777777777777}","[18, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,18,2.5714285714285716,4.337778985911137,36,0.07142857142857144,0.12049386071975378,1,2,1.0277777777777777,0.16433554953054488,37,0.027777777777777776,0.004441501338663376,0,0,0.0,0.0,0,0.0,0.0,1,2,1.0277777777777777,0.16433554953054486,37,0.027777777777777776,0.004441501338663375,0,0,0.0,0.0,0,0,0
"αὐτόν","αὐτόν","αὐτός","G08460",1,"{'εἰς αὐτόν = Себе': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"αὐτός","αὐτός","αὐτός","G08460",1,"{'αὐτός = Он': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
