"book_id","chapter","verse","alignment_num","origWordsText","origWordsCount","origWordsBetween","targetWordsText","targetWordsCount","targetWordsBetween","alignmentText","alignmentTxtFrequency","originalWord","lemma","strong","alignmentsTotal","alignmentsTextFreqPeak","frequencyWarning","originalWordsCountWarning","targetWordsCountWarning","originalWordsBetweenWarning","targetWordsBetweenWarning"
"eph","3","20","0","τῷ δυναμένῳ",2,1,"Могущему",1,0,"τῷ δυναμένῳ = Могущему",2.631578947368421,"τῷ","ὁ","G35880",38,7.894736842105263,"","","","For τῷ - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","3","20","0","τῷ δυναμένῳ",2,1,"Могущему",1,0,"τῷ δυναμένῳ = Могущему",100.0,"δυναμένῳ","δύναμαι","G14100",1,100.0,"","","","For δυναμένῳ - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","3","20","11","κατὰ",1,0,"посредством",1,0,"κατὰ = посредством",4.166666666666666,"κατὰ","κατά","G25960",24,62.5,"For κατὰ - Specific alignment ""κατὰ = посредством"" used infrequently: 4.2% out of 24 total alignments, threshold 5.0% (8.0% of peak 62%)","","","",""
"eph","3","3","7","ἐν ὀλίγῳ",2,0,"кратко",1,0,"ἐν ὀλίγῳ = кратко",0.7194244604316548,"ἐν","ἐν","G17220",139,60.431654676258994,"For ἐν - Specific alignment ""ἐν ὀλίγῳ = кратко"" used infrequently: 0.7% out of 139 total alignments, threshold 4.8% (8.0% of peak 60%)","","","",""
"eph","3","9","11","τῷ κτίσαντι",2,2,"создавшем",1,0,"τῷ κτίσαντι = создавшем",2.631578947368421,"τῷ","ὁ","G35880",38,7.894736842105263,"","","","For τῷ - Discontiguous original language alignment, extra words: 2, threshold 1",""
"eph","3","9","11","τῷ κτίσαντι",2,2,"создавшем",1,0,"τῷ κτίσαντι = создавшем",100.0,"κτίσαντι","κτίζω","G29360",1,100.0,"","","","For κτίσαντι - Discontiguous original language alignment, extra words: 2, threshold 1",""
"eph","4","11","0","καὶ",1,0,"И",1,0,"καὶ = И",5.9459459459459465,"καὶ","καί","G25320",185,93.51351351351352,"For καὶ - Specific alignment ""καὶ = И"" used infrequently: 5.9% out of 185 total alignments, threshold 7.5% (8.0% of peak 94%)","","","",""
"eph","4","11","10","τοὺς ποιμένας",2,1,"пасторами",1,0,"τοὺς ποιμένας = пасторами",4.545454545454546,"τοὺς","ὁ","G35880",22,9.090909090909092,"","","","For τοὺς - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","4","11","10","τοὺς ποιμένας",2,1,"пасторами",1,0,"τοὺς ποιμένας = пасторами",100.0,"ποιμένας","ποιμήν","G41660",1,100.0,"","","","For ποιμένας - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","4","11","4","τοὺς ἀποστόλους",2,1,"апостолами",1,0,"τοὺς ἀποστόλους = апостолами",4.545454545454546,"τοὺς","ὁ","G35880",22,9.090909090909092,"","","","For τοὺς - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","4","11","4","τοὺς ἀποστόλους",2,1,"апостолами",1,0,"τοὺς ἀποστόλους = апостолами",100.0,"ἀποστόλους","ἀπόστολος","G06520",1,100.0,"","","","For ἀποστόλους - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","4","11","6","τοὺς προφήτας",2,1,"пророками",1,0,"τοὺς προφήτας = пророками",4.545454545454546,"τοὺς","ὁ","G35880",22,9.090909090909092,"","","","For τοὺς - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","4","11","6","τοὺς προφήτας",2,1,"пророками",1,0,"τοὺς προφήτας = пророками",100.0,"προφήτας","προφήτης","G43960",1,100.0,"","","","For προφήτας - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","4","11","8","τοὺς εὐαγγελιστάς",2,1,"евангелистами",1,0,"τοὺς εὐαγγελιστάς = евангелистами",4.545454545454546,"τοὺς","ὁ","G35880",22,9.090909090909092,"","","","For τοὺς - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","4","11","8","τοὺς εὐαγγελιστάς",2,1,"евангелистами",1,0,"τοὺς εὐαγγελιστάς = евангелистами",100.0,"εὐαγγελιστάς","εὐαγγελιστής","G20990",1,100.0,"","","","For εὐαγγελιστάς - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","4","14","15","πρὸς τὴν μεθοδίαν",3,0,"махинации",1,0,"πρὸς τὴν μεθοδίαν = махинации",1.9607843137254901,"τὴν","ὁ","G35880",51,3.9215686274509802,"","For τὴν - Too many original language words in alignment: 3, threshold 3","","",""
"eph","4","14","15","πρὸς τὴν μεθοδίαν",3,0,"махинации",1,0,"πρὸς τὴν μεθοδίαν = махинации",5.0,"πρὸς","πρός","G43140",20,35.0,"","For πρὸς - Too many original language words in alignment: 3, threshold 3","","",""
"eph","4","14","15","πρὸς τὴν μεθοδίαν",3,0,"махинации",1,0,"πρὸς τὴν μεθοδίαν = махинации",100.0,"μεθοδίαν","μεθοδία","G31800",1,100.0,"","For μεθοδίαν - Too many original language words in alignment: 3, threshold 3","","",""
"eph","4","19","9","ἐν",1,0,"с",1,0,"ἐν = с",2.877697841726619,"ἐν","ἐν","G17220",139,60.431654676258994,"For ἐν - Specific alignment ""ἐν = с"" used infrequently: 2.9% out of 139 total alignments, threshold 4.8% (8.0% of peak 60%)","","","",""
"eph","4","21","13","τῷ Ἰησοῦ",2,0,"Иисусе",1,0,"τῷ Ἰησοῦ = Иисусе",4.3478260869565215,"Ἰησοῦ","Ἰησοῦς","G24240",23,60.86956521739131,"For Ἰησοῦ - Specific alignment ""τῷ Ἰησοῦ = Иисусе"" used infrequently: 4.3% out of 23 total alignments, threshold 4.9% (8.0% of peak 61%)","","","",""
"eph","4","22","2","κατὰ",1,0,"прочь",1,0,"κατὰ = прочь",4.166666666666666,"κατὰ","κατά","G25960",24,62.5,"For κατὰ - Specific alignment ""κατὰ = прочь"" used infrequently: 4.2% out of 24 total alignments, threshold 5.0% (8.0% of peak 62%)","","","",""
"eph","4","22","8","κατὰ",1,0,"через",1,0,"κατὰ = через",4.166666666666666,"κατὰ","κατά","G25960",24,62.5,"For κατὰ - Specific alignment ""κατὰ = через"" used infrequently: 4.2% out of 24 total alignments, threshold 5.0% (8.0% of peak 62%)","","","",""
"eph","4","24","6","τὸν Θεὸν",2,1,"Богу",1,0,"τὸν Θεὸν = Богу",4.0,"τὸν","ὁ","G35880",25,8.0,"","","","For τὸν - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","4","24","6","τὸν Θεὸν",2,1,"Богу",1,0,"τὸν Θεὸν = Богу",50.0,"Θεὸν","θεός","G23160",2,50.0,"","","","For Θεὸν - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","4","25","6","αὐτοῦ",1,0,"своему",1,0,"αὐτοῦ = своему",2.7777777777777777,"αὐτοῦ","αὐτός","G08460",36,50.0,"For αὐτοῦ - Specific alignment ""αὐτοῦ = своему"" used infrequently: 2.8% out of 36 total alignments, threshold 4.0% (8.0% of peak 50%)","","","",""
"eph","4","25","7","μετὰ τοῦ πλησίον",3,0,"ближнему",1,0,"μετὰ τοῦ πλησίον = ближнему",1.2048192771084338,"τοῦ","ὁ","G35880",83,12.048192771084338,"","For τοῦ - Too many original language words in alignment: 3, threshold 3","","",""
"eph","4","25","7","μετὰ τοῦ πλησίον",3,0,"ближнему",1,0,"μετὰ τοῦ πλησίον = ближнему",11.11111111111111,"μετὰ","μετά","G33260",9,44.44444444444444,"","For μετὰ - Too many original language words in alignment: 3, threshold 3","","",""
"eph","4","25","7","μετὰ τοῦ πλησίον",3,0,"ближнему",1,0,"μετὰ τοῦ πλησίον = ближнему",100.0,"πλησίον","πλησίον","G41390",1,100.0,"","For πλησίον - Too many original language words in alignment: 3, threshold 3","","",""
"eph","4","30","0","καὶ",1,0,"И",1,0,"καὶ = И",5.9459459459459465,"καὶ","καί","G25320",185,93.51351351351352,"For καὶ - Specific alignment ""καὶ = И"" used infrequently: 5.9% out of 185 total alignments, threshold 7.5% (8.0% of peak 94%)","","","",""
"eph","4","32","2","εἰς ἀλλήλους",2,0,"друг к другу",3,0,"εἰς ἀλλήλους = друг к другу",2.5,"εἰς","εἰς","G15190",40,42.5,"For εἰς - Specific alignment ""εἰς ἀλλήλους = друг к другу"" used infrequently: 2.5% out of 40 total alignments, threshold 3.4% (8.0% of peak 42%)","","","",""
"eph","4","4","8","ἐν",1,0,"к",1,0,"ἐν = к",0.7194244604316548,"ἐν","ἐν","G17220",139,60.431654676258994,"For ἐν - Specific alignment ""ἐν = к"" used infrequently: 0.7% out of 139 total alignments, threshold 4.8% (8.0% of peak 60%)","","","",""
"eph","4","8","3","εἰς",1,0,"на",1,0,"εἰς = на",2.5,"εἰς","εἰς","G15190",40,42.5,"For εἰς - Specific alignment ""εἰς = на"" used infrequently: 2.5% out of 40 total alignments, threshold 3.4% (8.0% of peak 42%)","","","",""
"eph","4","9","2","τὸ τί",2,2,"что",1,0,"τὸ τί = что",3.125,"τὸ","ὁ","G35880",32,6.25,"","","","For τὸ - Discontiguous original language alignment, extra words: 2, threshold 1",""
"eph","4","9","2","τὸ τί",2,2,"что",1,0,"τὸ τί = что",16.666666666666664,"τί","τίς","G51010",6,50.0,"","","","For τί - Discontiguous original language alignment, extra words: 2, threshold 1",""
"eph","5","11","0","καὶ",1,0,"И",1,0,"καὶ = И",5.9459459459459465,"καὶ","καί","G25320",185,93.51351351351352,"For καὶ - Specific alignment ""καὶ = И"" used infrequently: 5.9% out of 185 total alignments, threshold 7.5% (8.0% of peak 94%)","","","",""
"eph","5","13","0","τὰ πάντα",2,1,"Всё",1,0,"τὰ πάντα = Всё",3.571428571428571,"τὰ","ὁ","G35880",28,14.285714285714285,"","","","For τὰ - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","5","13","0","τὰ πάντα",2,1,"Всё",1,0,"τὰ πάντα = Всё",7.142857142857142,"πάντα","πᾶς","G39560",14,28.57142857142857,"","","","For πάντα - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","5","18","0","καὶ",1,0,"И",1,0,"καὶ = И",5.9459459459459465,"καὶ","καί","G25320",185,93.51351351351352,"For καὶ - Specific alignment ""καὶ = И"" used infrequently: 5.9% out of 185 total alignments, threshold 7.5% (8.0% of peak 94%)","","","",""
"eph","5","18","10","ἐν Πνεύματι",2,0,"Духом",1,0,"ἐν Πνεύματι = Духом",0.7194244604316548,"ἐν","ἐν","G17220",139,60.431654676258994,"For ἐν - Specific alignment ""ἐν Πνεύματι = Духом"" used infrequently: 0.7% out of 139 total alignments, threshold 4.8% (8.0% of peak 60%)","","","",""
"eph","5","19","2","ἐν ψαλμοῖς",2,0,"псалмами",1,0,"ἐν ψαλμοῖς = псалмами",0.7194244604316548,"ἐν","ἐν","G17220",139,60.431654676258994,"For ἐν - Specific alignment ""ἐν ψαλμοῖς = псалмами"" used infrequently: 0.7% out of 139 total alignments, threshold 4.8% (8.0% of peak 60%)","","","",""
"eph","5","26","6","ἐν",1,0,"через",1,0,"ἐν = через",0.7194244604316548,"ἐν","ἐν","G17220",139,60.431654676258994,"For ἐν - Specific alignment ""ἐν = через"" used infrequently: 0.7% out of 139 total alignments, threshold 4.8% (8.0% of peak 60%)","","","",""
"eph","5","28","12","τὴν γυναῖκα",2,1,"жену",1,0,"τὴν γυναῖκα = жену",3.9215686274509802,"τὴν","ὁ","G35880",51,3.9215686274509802,"","","","For τὴν - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","5","28","12","τὴν γυναῖκα",2,1,"жену",1,0,"τὴν γυναῖκα = жену",100.0,"γυναῖκα","γυνή","G11350",2,100.0,"","","","For γυναῖκα - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","5","28","9","τὰ σώματα",2,1,"тела",1,0,"τὰ σώματα = тела",3.571428571428571,"τὰ","ὁ","G35880",28,14.285714285714285,"","","","For τὰ - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","5","28","9","τὰ σώματα",2,1,"тела",1,0,"τὰ σώματα = тела",100.0,"σώματα","σῶμα","G49830",1,100.0,"","","","For σώματα - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","5","29","5","τὴν σάρκα",2,1,"к",1,0,"τὴν σάρκα = к",1.9607843137254901,"τὴν","ὁ","G35880",51,3.9215686274509802,"","","","For τὴν - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","5","29","5","τὴν σάρκα",2,1,"к",1,0,"τὴν σάρκα = к",20.0,"σάρκα","σάρξ","G45610",5,40.0,"","","","For σάρκα - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","5","29","7","τὴν σάρκα",2,1,"плоти",1,0,"τὴν σάρκα = плоти",1.9607843137254901,"τὴν","ὁ","G35880",51,3.9215686274509802,"","","","For τὴν - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","5","29","7","τὴν σάρκα",2,1,"плоти",1,0,"τὴν σάρκα = плоти",20.0,"σάρκα","σάρξ","G45610",5,40.0,"","","","For σάρκα - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","5","3","10","ἐν",1,0,"у",1,0,"ἐν = у",0.7194244604316548,"ἐν","ἐν","G17220",139,60.431654676258994,"For ἐν - Specific alignment ""ἐν = у"" used infrequently: 0.7% out of 139 total alignments, threshold 4.8% (8.0% of peak 60%)","","","",""
"eph","5","31","10","αὐτοῦ",1,0,"своей",1,0,"αὐτοῦ = своей",2.7777777777777777,"αὐτοῦ","αὐτός","G08460",36,50.0,"For αὐτοῦ - Specific alignment ""αὐτοῦ = своей"" used infrequently: 2.8% out of 36 total alignments, threshold 4.0% (8.0% of peak 50%)","","","",""
"eph","5","31","16","εἰς σάρκα",2,0,"плотью",1,0,"εἰς σάρκα = плотью",2.5,"εἰς","εἰς","G15190",40,42.5,"For εἰς - Specific alignment ""εἰς σάρκα = плотью"" used infrequently: 2.5% out of 40 total alignments, threshold 3.4% (8.0% of peak 42%)","","","",""
"eph","5","32","7","εἰς",1,0,"по отношению ко",3,0,"εἰς = по отношению ко",2.5,"εἰς","εἰς","G15190",40,42.5,"For εἰς - Specific alignment ""εἰς = по отношению ко"" used infrequently: 2.5% out of 40 total alignments, threshold 3.4% (8.0% of peak 42%)","","","",""
"eph","5","33","11","τὴν γυναῖκα",2,1,"жену",1,0,"τὴν γυναῖκα = жену",3.9215686274509802,"τὴν","ὁ","G35880",51,3.9215686274509802,"","","","For τὴν - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","5","33","11","τὴν γυναῖκα",2,1,"жену",1,0,"τὴν γυναῖκα = жену",100.0,"γυναῖκα","γυνή","G11350",2,100.0,"","","","For γυναῖκα - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","5","33","15","ἡ γυνὴ",2,1,"жена",1,0,"ἡ γυνὴ = жена",4.761904761904762,"ἡ","ὁ","G35880",21,14.285714285714285,"","","","For ἡ - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","5","33","15","ἡ γυνὴ",2,1,"жена",1,0,"ἡ γυνὴ = жена",100.0,"γυνὴ","γυνή","G11350",1,100.0,"","","","For γυνὴ - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","5","9","1","ὁ καρπὸς",2,1,"плод",1,0,"ὁ καρπὸς = плод",2.7777777777777777,"ὁ","ὁ","G35880",36,13.88888888888889,"","","","For ὁ - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","5","9","1","ὁ καρπὸς",2,1,"плод",1,0,"ὁ καρπὸς = плод",100.0,"καρπὸς","καρπός","G25900",1,100.0,"","","","For καρπὸς - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","6","14","5","ἐν ἀληθείᾳ",2,0,"истиной",1,0,"ἐν ἀληθείᾳ = истиной",0.7194244604316548,"ἐν","ἐν","G17220",139,60.431654676258994,"For ἐν - Specific alignment ""ἐν ἀληθείᾳ = истиной"" used infrequently: 0.7% out of 139 total alignments, threshold 4.8% (8.0% of peak 60%)","","","",""
"eph","6","16","5","ἐν ᾧ",2,0,"которым",1,0,"ἐν ᾧ = которым",0.7194244604316548,"ἐν","ἐν","G17220",139,60.431654676258994,"For ἐν - Specific alignment ""ἐν ᾧ = которым"" used infrequently: 0.7% out of 139 total alignments, threshold 4.8% (8.0% of peak 60%)","","","",""
"eph","6","16","9","τοῦ πεπυρωμένα",2,1,"огненные",1,0,"τοῦ πεπυρωμένα = огненные",1.2048192771084338,"τοῦ","ὁ","G35880",83,12.048192771084338,"","","","For τοῦ - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","6","16","9","τοῦ πεπυρωμένα",2,1,"огненные",1,0,"τοῦ πεπυρωμένα = огненные",100.0,"πεπυρωμένα","πυρόω","G44480",1,100.0,"","","","For πεπυρωμένα - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","6","18","15","ἐν",1,0,"со",1,0,"ἐν = со",0.7194244604316548,"ἐν","ἐν","G17220",139,60.431654676258994,"For ἐν - Specific alignment ""ἐν = со"" used infrequently: 0.7% out of 139 total alignments, threshold 4.8% (8.0% of peak 60%)","","","",""
