"id","orginalWord","lemma","strong","alignmentsForOriginalWord","alignmentFrequency%","origWordsCount-min","origWordsCount-max","origWordsCount-mean","origWordsCount-stddev","origWordsCount-total","origWordsCount-meanNormalized","origWordsCount-stddevNormalized","origWordsBetween-min","origWordsBetween-max","origWordsBetween-mean","origWordsBetween-stddev","origWordsBetween-total","origWordsBetween-meanNormalized","origWordsBetween-stddevNormalized","targetWordsCount-min","targetWordsCount-max","targetWordsCount-mean","targetWordsCount-stddev","targetWordsCount-total","targetWordsCount-meanNormalized","targetWordsCount-stddevNormalized","targetWordsBetween-min","targetWordsBetween-max","targetWordsBetween-mean","targetWordsBetween-stddev","targetWordsBetween-total","targetWordsBetween-meanNormalized","targetWordsBetween-stddevNormalized"
"δεῖ","δεῖ","δέω","G12100",79,"{'δεῖ = must': 60.75949367088608, 'δεῖ = it is necessary': 5.063291139240507, 'δεῖ = It is necessary': 5.063291139240507, 'δεῖ = it is necessary for': 3.79746835443038, 'δεῖ = should': 3.79746835443038, 'δεῖ = we should': 2.5316455696202533, 'δεῖ = he must': 1.2658227848101267, 'δεῖ = you ought': 1.2658227848101267, 'δεῖ = he ought': 1.2658227848101267, 'δεῖ = ought to be': 1.2658227848101267, 'δεῖ = I must': 1.2658227848101267, 'δεῖ = one ought': 1.2658227848101267, 'δεῖ = people must': 1.2658227848101267, 'δεῖ = ought': 1.2658227848101267, 'ὃ δεῖ = they ought': 1.2658227848101267, 'δεῖ = proper for you': 1.2658227848101267, 'δεῖ = it should': 1.2658227848101267, 'δεῖ = they should': 1.2658227848101267, 'δεῖ = there must': 1.2658227848101267, 'δεῖ = be': 1.2658227848101267, 'ὅτι δεῖ = must': 1.2658227848101267}",1,2,1.0253164556962024,0.15708447653152988,81,0.012658227848101264,0.0019393145250806124,0,0,0.0,0.0,0,0.0,0.0,1,4,1.518987341772152,0.8547819248675504,120,0.012658227848101267,0.007123182707229595,0,0,0.0,0.0,0,0,0
"ἐγέννησεν","ἐγέννησεν","γεννάω","G10800",42,"{'ἐγέννησεν = became the father': 92.85714285714286, 'ἐγέννησεν = he became the father': 2.380952380952381, 'ἐγέννησεν = she gave birth to': 2.380952380952381, 'ἐγέννησεν = he became the father of': 2.380952380952381}",1,1,1.0,0.0,42,0.023809523809523808,0.0,0,0,0.0,0.0,0,0.0,0.0,3,5,3.0952380952380953,0.3657688451366004,130,0.02380952380952381,0.0028136065010507727,0,0,0.0,0.0,0,0,0
"ἀδελφοί","ἀδελφοί","ἀδελφός","G00800",116,"{'ἀδελφοί = brothers': 86.20689655172413, 'ἀδελφοί = Brothers': 6.896551724137931, 'οἱ ἀδελφοί = brothers': 6.0344827586206895, 'ἀδελφοί = my brothers': 0.8620689655172413}",1,2,1.0603448275862069,0.2381246089126411,123,0.008620689655172414,0.0019359724301840605,0,0,0.0,0.0,0,0.0,0.0,1,2,1.0086206896551724,0.0924465973686518,117,0.008620689655172414,0.0007901418578517247,0,0,0.0,0.0,0,0,0
"λέγων","λέγων","λέγω","G30040",180,"{'λέγων = saying': 74.44444444444444, 'λέγων = He said': 5.555555555555555, 'λέγων = and said': 2.2222222222222223, 'λέγων = and saying': 1.1111111111111112, 'λέγων = he spoke': 1.1111111111111112, 'λέγων = to say': 1.1111111111111112, 'λέγων = claiming': 1.1111111111111112, 'καὶ λέγων = He said': 1.1111111111111112, 'λέγων = he said': 0.5555555555555556, 'ὁ λέγων γὰρ αὐτῷ χαίρειν = For the one who greets him': 0.5555555555555556, 'λέγων = said': 0.5555555555555556, 'ὁ λέγων = You who say that': 0.5555555555555556, 'λέγων = and': 0.5555555555555556, 'λέγων = and say': 0.5555555555555556, 'ὁ λέγων = who says': 0.5555555555555556, 'λέγων = He told': 0.5555555555555556, 'λέγων = He is saying': 0.5555555555555556, 'λέγων = He called out': 0.5555555555555556, 'λέγων = After saying': 0.5555555555555556, 'λέγων = says that': 0.5555555555555556, 'ὁ λέγων = who is saying': 0.5555555555555556, 'λέγων = I was told': 0.5555555555555556, 'λέγων = It told': 0.5555555555555556, 'λέγων = Then he said': 0.5555555555555556, 'ὁ λέγων = The one who says': 0.5555555555555556, 'ὁ λέγων = The one who says that': 0.5555555555555556, 'λέγων = telling': 0.5555555555555556, 'λέγων = When he said': 0.5555555555555556, 'λέγων = He says': 0.5555555555555556, 'λέγων = and told': 0.5555555555555556}",1,5,1.0611111111111111,0.3521976857910101,191,0.005555555555555556,0.0018439669413141911,0,0,0.0,0.0,0,0.0,0.0,1,6,1.3222222222222222,0.727671748001464,238,0.005555555555555556,0.0030574443193338826,0,0,0.0,0.0,0,0,0
"λέγοντες","λέγοντες","λέγω","G30040",149,"{'λέγοντες = saying': 79.86577181208054, 'λέγοντες = They said': 5.369127516778524, 'λέγοντες = and say': 3.3557046979865772, 'λέγοντες = and saying': 1.342281879194631, 'λέγοντες = They will say': 1.342281879194631, 'λέγοντες = who say': 1.342281879194631, 'λέγοντες = and kept saying': 0.6711409395973155, 'λέγοντες = they say': 0.6711409395973155, 'λέγοντες = they said': 0.6711409395973155, 'λέγοντες = and told them': 0.6711409395973155, 'λέγοντες = say': 0.6711409395973155, 'λέγοντες = and said': 0.6711409395973155, 'λέγοντες = say that': 0.6711409395973155, 'λέγοντες = were saying': 0.6711409395973155, 'οἱ λέγοντες = you who say': 0.6711409395973155, 'λέγοντες = and promising': 0.6711409395973155, 'καὶ λέγοντες = They will say': 0.6711409395973155}",1,2,1.0134228187919463,0.11507669932538425,151,0.006711409395973154,0.0007620973465257236,0,0,0.0,0.0,0,0.0,0.0,1,3,1.2348993288590604,0.5101554144692584,184,0.006711409395973154,0.0027725837742894493,0,0,0.0,0.0,0,0,0
"εἶπαν","εἶπαν","λέγω","G30040",72,"{'εἶπαν = said': 63.888888888888886, 'εἶπαν = they said': 15.277777777777779, 'εἶπαν = and said': 8.333333333333332, 'καὶ εἶπαν = They said': 2.7777777777777777, 'εἶπαν = they spoke': 1.3888888888888888, 'εἶπαν = had said': 1.3888888888888888, 'εἶπαν = answered': 1.3888888888888888, 'εἶπαν = replied': 1.3888888888888888, 'εἶπαν = They said': 1.3888888888888888, 'εἶπαν = saying': 1.3888888888888888, 'εἶπαν = they': 1.3888888888888888}",1,2,1.0277777777777777,0.16433554953054477,74,0.013888888888888888,0.002220750669331689,0,0,0.0,0.0,0,0.0,0.0,1,2,1.3055555555555556,0.4606423319938054,94,0.01388888888888889,0.004900450340359634,0,0,0.0,0.0,0,0,0
"εἶπεν","εἶπεν","λέγω","G30040",606,"{'εἶπεν = said': 46.864686468646866, 'εἶπεν = and said': 20.627062706270628, 'εἶπεν = he said': 18.81188118811881, 'εἶπεν = replied': 1.155115511551155, 'εἶπεν = he': 0.9900990099009901, 'εἶπεν = spoke': 0.825082508250825, 'καὶ εἶπεν = He said': 0.6600660066006601, 'εἶπεν = he spoke': 0.6600660066006601, 'καὶ εἶπεν = said': 0.49504950495049505, 'εἶπεν = he had said': 0.49504950495049505, 'εἶπεν = told': 0.49504950495049505, 'εἶπεν = he had spoken': 0.49504950495049505, 'εἶπεν = and spoke': 0.49504950495049505, 'εἶπεν = Jesus said': 0.49504950495049505, 'εἶπεν = saying': 0.49504950495049505, 'εἶπεν = had said': 0.33003300330033003, 'εἶπεν = he told': 0.33003300330033003, 'εἶπεν = He': 0.33003300330033003, 'εἶπεν = say': 0.16501650165016502, 'εἶπεν = Have': 0.16501650165016502, 'εἶπεν = and commanded': 0.16501650165016502, 'εἶπεν = Jesus had said': 0.16501650165016502, 'εἶπεν δέ = said': 0.16501650165016502, 'εἶπεν = says': 0.16501650165016502, 'εἶπεν = to speak': 0.16501650165016502, 'εἶπεν = had spoken': 0.16501650165016502, 'εἶπεν = he had told': 0.16501650165016502, 'εἶπεν = who had said': 0.16501650165016502, 'εἶπεν = Jesus': 0.16501650165016502, 'εἶπεν = he told them': 0.16501650165016502, 'εἶπεν = commanded': 0.16501650165016502, 'εἶπεν = and asked': 0.16501650165016502, 'εἶπεν = had': 0.16501650165016502, 'εἶπεν = telling them': 0.16501650165016502, 'εἶπεν = answered': 0.16501650165016502, 'εἶπεν = and said to': 0.16501650165016502, 'εἶπεν = and he said': 0.16501650165016502, 'εἶπεν = has said': 0.16501650165016502, 'εἶπεν = he was speaking': 0.16501650165016502, 'εἶπεν = had told them': 0.16501650165016502, 'εἶπεν = he called': 0.16501650165016502, 'εἶπεν = he was': 0.16501650165016502, 'εἶπεν = her': 0.16501650165016502, 'εἶπεν = He said': 0.16501650165016502, 'εἶπεν = But': 0.16501650165016502, 'εἶπεν = told them': 0.16501650165016502, 'εἶπεν = So he said': 0.16501650165016502, 'εἶπεν = He replied': 0.16501650165016502}",1,2,1.0132013201320131,0.11413608228244536,614,0.00165016501650165,0.00018588938482483292,0,0,0.0,0.0,0,0.0,0.0,1,3,1.4917491749174918,0.54720825503688,904,0.0016501650165016502,0.0006053188661912421,0,0,0.0,0.0,0,0,0
"λέγειν","λέγειν","λέγω","G30040",41,"{'λέγειν = to say': 39.02439024390244, 'λέγειν = to speak': 14.634146341463413, 'λέγειν = say': 9.75609756097561, 'λέγειν = to tell': 4.878048780487805, 'λέγειν = said': 4.878048780487805, 'λέγειν = to explain': 2.4390243902439024, 'λέγειν = I should': 2.4390243902439024, 'λέγειν = to ask': 2.4390243902439024, 'λέγειν = telling': 2.4390243902439024, 'λέγειν = you say': 2.4390243902439024, 'τῷ λέγειν = calling this covenant': 2.4390243902439024, 'τοῦ λέγειν = should say': 2.4390243902439024, 'λέγειν = call': 2.4390243902439024, 'τῷ λέγειν = was saying': 2.4390243902439024, 'λέγειν = to mention': 2.4390243902439024, 'λέγειν = of saying': 2.4390243902439024}",1,2,1.0731707317073171,0.26041654273247106,44,0.024390243902439025,0.005918557789374342,0,0,0.0,0.0,0,0.0,0.0,1,3,1.829268292682927,0.4363059468292273,75,0.024390243902439025,0.0058174126243896946,0,0,0.0,0.0,0,0,0
"λέγω","λέγω","λέγω","G30040",225,"{'λέγω = I say': 65.33333333333333, 'λέγω = say': 5.777777777777778, 'λέγω = I tell': 5.777777777777778, 'λέγω = I': 2.666666666666667, 'λέγω = I am speaking': 2.2222222222222223, 'λέγω = tell': 2.2222222222222223, 'λέγω = I speak': 1.7777777777777777, 'λέγω = I say that': 1.3333333333333335, 'λέγω = I am': 1.3333333333333335, 'λέγω = will': 1.3333333333333335, 'λέγω = speak': 0.8888888888888888, 'λέγω = I mean': 0.8888888888888888, 'λέγω δὲ = I say': 0.8888888888888888, 'λέγω = I am saying': 0.8888888888888888, 'λέγω = saying': 0.8888888888888888, 'λέγω = you': 0.4444444444444444, 'λέγω = that': 0.4444444444444444, 'ἵνα μὴ λέγω σοι = not to mention': 0.4444444444444444, 'λέγω = speaking': 0.4444444444444444, 'λέγω = say this': 0.4444444444444444, 'λέγω = I ask': 0.4444444444444444, 'λέγω = am speaking': 0.4444444444444444, 'λέγω = I am telling you': 0.4444444444444444, 'λέγω = do I call': 0.4444444444444444, 'λέγω = can I say': 0.4444444444444444, 'λέγω = this': 0.4444444444444444, 'καὶ λέγω = I say': 0.4444444444444444, 'λέγω = I say this': 0.4444444444444444}",1,4,1.0266666666666666,0.2293953404544704,231,0.0044444444444444444,0.0009930534218808233,0,0,0.0,0.0,0,0.0,0.0,1,4,1.9155555555555555,0.4779379576451578,431,0.0044444444444444444,0.001108904774118695,0,0,0.0,0.0,0,0,0
"λέγει","λέγει","λέγω","G30040",349,"{'λέγει = said': 34.38395415472779, 'λέγει = says': 14.040114613180515, 'λέγει = he said': 10.315186246418339, 'λέγει = and said': 7.163323782234957, 'λέγει = He said': 3.7249283667621778, 'λέγει = he says': 3.151862464183381, 'καὶ λέγει = He said': 2.865329512893983, 'λέγει = Jesus said': 2.5787965616045847, 'λέγει = is saying': 2.005730659025788, 'λέγει = say': 1.7191977077363898, 'λέγει = it says': 1.4326647564469914, 'καὶ λέγει = Jesus said': 1.146131805157593, 'λέγει = he': 1.146131805157593, 'λέγει = he was speaking': 0.8595988538681949, 'λέγει = She said': 0.8595988538681949, 'καὶ λέγει = said': 0.8595988538681949, 'λέγει = does': 0.8595988538681949, 'λέγει = saying': 0.8595988538681949, 'λέγει = He': 0.8595988538681949, 'καὶ λέγει = Pilate said': 0.5730659025787965, 'λέγει = replied': 0.5730659025787965, 'λέγει = Peter said': 0.5730659025787965, 'λέγει = he is speaking': 0.5730659025787965, 'λέγει = the angel said': 0.5730659025787965, 'λέγει = he calls': 0.28653295128939826, 'λέγει = calls': 0.28653295128939826, 'λέγει = The man said': 0.28653295128939826, 'καὶ λέγει = He answered': 0.28653295128939826, 'λέγει = is': 0.28653295128939826, 'λέγει = he told': 0.28653295128939826, 'λέγει = will': 0.28653295128939826, 'λέγει = so she said': 0.28653295128939826, 'λέγει = told': 0.28653295128939826, 'λέγει = pronounces': 0.28653295128939826, 'καὶ λέγει = he said': 0.28653295128939826, 'λέγει = and Peter said': 0.28653295128939826, 'λέγει = the scripture says': 0.28653295128939826, 'λέγει = she says': 0.28653295128939826, 'λέγει = he was saying': 0.28653295128939826, 'λέγει = does it say': 0.28653295128939826, 'λέγει = is he speaking': 0.28653295128939826, 'λέγει = she said': 0.28653295128939826, 'λέγει = and John said': 0.28653295128939826, 'λέγει = He replied': 0.28653295128939826, 'καὶ λέγει = The king said': 0.28653295128939826, 'λέγει = does he': 0.28653295128939826}",1,2,1.0630372492836677,0.24302994565776717,371,0.002865329512893983,0.0006550672389697146,0,0,0.0,0.0,0,0.0,0.0,1,3,1.478510028653295,0.5841478627403546,516,0.0028653295128939827,0.0011320695014348,0,0,0.0,0.0,0,0,0
"εἶπον","εἶπον","λέγω","G30040",81,"{'εἶπον = said': 35.80246913580247, 'εἶπον = I said': 14.814814814814813, 'εἶπον = and said': 12.345679012345679, 'εἶπον = they said': 11.11111111111111, 'εἶπον = I told': 4.938271604938271, 'εἶπον = I have told': 2.4691358024691357, 'εἶπον = told': 2.4691358024691357, 'εἶπον = The people': 1.2345679012345678, 'εἶπον = I was': 1.2345679012345678, 'εἶπον = They said': 1.2345679012345678, 'εἶπον = spoke': 1.2345679012345678, 'καὶ εἶπον = I said': 1.2345679012345678, 'εἶπον = asked': 1.2345679012345678, 'εἶπον = speaking': 1.2345679012345678, 'εἶπον = I': 1.2345679012345678, 'εἶπον = tell': 1.2345679012345678, 'εἶπον = they replied': 1.2345679012345678, 'εἶπον = I would have told': 1.2345679012345678, 'εἶπον = had': 1.2345679012345678, 'εἶπον = I said this': 1.2345679012345678}",1,2,1.0123456790123457,0.11042310999998961,82,0.01234567901234568,0.0013466232926828002,0,0,0.0,0.0,0,0.0,0.0,1,4,1.6049382716049383,0.6222026255977356,130,0.012345679012345678,0.004786174043059509,0,0,0.0,0.0,0,0,0
"ἔλεγον","ἔλεγον","λέγω","G30040",80,"{'ἔλεγον = said': 43.75, 'ἔλεγον = they said': 16.25, 'ἔλεγον = and said': 3.75, 'ἔλεγον = they were saying': 3.75, 'ἔλεγον = They said': 2.5, 'ἔλεγον = were saying': 2.5, 'ἔλεγον = saying': 2.5, 'ἔλεγον = told': 1.25, 'ἔλεγον = speaking about': 1.25, 'ἔλεγον = kept urging': 1.25, 'ἔλεγον = and saying': 1.25, 'ὅτι ἔλεγον = They said': 1.25, 'ἔλεγον = they': 1.25, 'ἔλεγον = later said': 1.25, 'ἔλεγον = I have': 1.25, 'ἔλεγον = answered': 1.25, 'καὶ ἔλεγον = Some were saying': 1.25, 'ἔλεγον = speaking': 1.25, 'ἔλεγον = they said that': 1.25, 'ἔλεγον = spoke': 1.25, 'ἔλεγον = telling': 1.25, 'καὶ ἔλεγον = They said': 1.25, 'ἔλεγον = I asked': 1.25, 'καὶ ἔλεγον = They were saying': 1.25, 'ἔλεγον = I told': 1.25, 'ἔλεγον = I was saying': 1.25, 'ἔλεγον = they spoke': 1.25}",1,2,1.05,0.2179449471770336,84,0.0125,0.0025945827044884934,0,0,0.0,0.0,0,0.0,0.0,1,3,1.55,0.6499999999999998,124,0.0125,0.005241935483870969,0,0,0.0,0.0,0,0,0
"ἔλεγεν","ἔλεγεν","λέγω","G30040",78,"{'ἔλεγεν = he said': 29.48717948717949, 'ἔλεγεν = said': 16.666666666666664, 'ἔλεγεν = and said': 12.82051282051282, 'ἔλεγεν = Jesus said': 3.8461538461538463, 'ἔλεγεν = he spoke': 3.8461538461538463, 'ἔλεγεν = he': 3.8461538461538463, 'ἔλεγεν = He': 3.8461538461538463, 'ἔλεγεν = saying': 2.564102564102564, 'ἔλεγεν = had said': 2.564102564102564, 'ἔλεγεν = said that': 2.564102564102564, 'ἔλεγεν = he was speaking': 2.564102564102564, 'καὶ ἔλεγεν = He said': 2.564102564102564, 'ἔλεγεν = and he said': 1.282051282051282, 'ἔλεγεν = he was': 1.282051282051282, 'ἔλεγεν = He said': 1.282051282051282, 'ἔλεγεν = But': 1.282051282051282, 'ἔλεγεν = spoke': 1.282051282051282, 'ἔλεγεν = she had said': 1.282051282051282, 'ἔλεγεν = she said': 1.282051282051282, 'ἔλεγεν = Jesus': 1.282051282051282, 'ἔλεγεν = he had been saying': 1.282051282051282, 'ἔλεγεν = was speaking': 1.282051282051282}",1,2,1.0256410256410255,0.15806189751202493,80,0.01282051282051282,0.0019757737189003114,0,0,0.0,0.0,0,0.0,0.0,1,4,1.7692307692307692,0.5974964203964637,138,0.01282051282051282,0.0043296842057714766,0,0,0.0,0.0,0,0,0
