"book_id","chapter","verse","alignment_num","origWordsText","origWordsCount","origWordsBetween","targetWordsText","targetWordsCount","targetWordsBetween","alignmentText","alignmentTxtFrequency","originalWord","lemma","strong","alignmentsTotal","frequencyWarning","originalWordsCountWarning","targetWordsCountWarning","originalWordsBetweenWarning","targetWordsBetweenWarning"
"1co","11","27","1","ὥστε",1,0,"therefore",1,0,"ὥστε = therefore",1.1904761904761905,"ὥστε","ὥστε","G56200",84,"For ὥστε - Specific alignment ""ὥστε = therefore"" used infrequently: 1.2% out of 84 total alignments, threshold 5%","","","",""
"1co","11","34","16","ὡς ἂν",2,0,"as soon as",3,0,"ὡς ἂν = as soon as",0.19646365422396855,"ὡς","ὡς","G56130",509,"For ὡς - Specific alignment ""ὡς ἂν = as soon as"" used infrequently: 0.2% out of 509 total alignments, threshold 5%","","","",""
"1co","11","7","1","ἀνὴρ μὲν",2,0,"a man",2,0,"ἀνὴρ μὲν = a man",1.5625,"μὲν","μέν","G33030",128,"For μὲν - Specific alignment ""ἀνὴρ μὲν = a man"" used infrequently: 1.6% out of 128 total alignments, threshold 5%","","","",""
"1co","12","1","4","θέλω",1,0,"I do",2,0,"θέλω = I do",2.0408163265306123,"θέλω","θέλω","G23090",49,"For θέλω - Specific alignment ""θέλω = I do"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"1co","12","13","22","ἓν",1,0,"of one",2,0,"ἓν = of one",1.8867924528301887,"ἓν","εἷς","G15200",53,"For ἓν - Specific alignment ""ἓν = of one"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"1co","12","19","5","ἓν",1,0,"same",1,0,"ἓν = same",1.8867924528301887,"ἓν","εἷς","G15200",53,"For ἓν - Specific alignment ""ἓν = same"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"1co","12","2","4","ἔθνη",1,0,"pagans",1,0,"ἔθνη = pagans",1.8867924528301887,"ἔθνη","ἔθνος","G14840",53,"For ἔθνη - Specific alignment ""ἔθνη = pagans"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"1co","12","2","9","ὡς ἂν",2,0,"in whatever ways",3,0,"ὡς ἂν = in whatever ways",0.19646365422396855,"ὡς","ὡς","G56130",509,"For ὡς - Specific alignment ""ὡς ἂν = in whatever ways"" used infrequently: 0.2% out of 509 total alignments, threshold 5%","","","",""
"1co","12","20","2","πολλὰ μὲν",2,0,"there are many",3,0,"πολλὰ μὲν = there are many",0.78125,"μὲν","μέν","G33030",128,"For μὲν - Specific alignment ""πολλὰ μὲν = there are many"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"1co","12","21","2","οὐ δύναται δὲ",3,0,"cannot",1,0,"οὐ δύναται δὲ = cannot",1.2345679012345678,"δύναται","δύναμαι","G14100",81,"For δύναται - Specific alignment ""οὐ δύναται δὲ = cannot"" used infrequently: 1.2% out of 81 total alignments, threshold 5%","For δύναται - Too many original language words in alignment: 3, threshold 3","","",""
"1co","12","25","14","αὐτὸ",1,0,"same affection",2,0,"αὐτὸ = same affection",1.3333333333333335,"αὐτὸ","αὐτός","G08460",75,"For αὐτὸ - Specific alignment ""αὐτὸ = same affection"" used infrequently: 1.3% out of 75 total alignments, threshold 5%","","","",""
"1co","12","27","3","σῶμα",1,0,"the body",2,0,"σῶμα = the body",1.6666666666666667,"σῶμα","σῶμα","G49830",60,"For σῶμα - Specific alignment ""σῶμα = the body"" used infrequently: 1.7% out of 60 total alignments, threshold 5%","","","",""
"1co","12","3","17","Κύριος",1,0,"is Lord",2,0,"Κύριος = is Lord",1.4492753623188406,"Κύριος","κύριος","G29620",138,"For Κύριος - Specific alignment ""Κύριος = is Lord"" used infrequently: 1.4% out of 138 total alignments, threshold 5%","","","",""
"1co","12","5","6","αὐτὸς",1,0,"same",1,0,"αὐτὸς = same",2.7027027027027026,"αὐτὸς","αὐτός","G08460",148,"For αὐτὸς - Specific alignment ""αὐτὸς = same"" used infrequently: 2.7% out of 148 total alignments, threshold 5%","","","",""
"1co","12","6","6","αὐτὸς",1,0,"same",1,0,"αὐτὸς = same",2.7027027027027026,"αὐτὸς","αὐτός","G08460",148,"For αὐτὸς - Specific alignment ""αὐτὸς = same"" used infrequently: 2.7% out of 148 total alignments, threshold 5%","","","",""
"1co","12","8","1","ᾧ μὲν",2,0,"to one",2,0,"ᾧ μὲν = to one",0.78125,"μὲν","μέν","G33030",128,"For μὲν - Specific alignment ""ᾧ μὲν = to one"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"1co","12","8","10","λόγος",1,0,"a word",2,0,"λόγος = a word",2.8169014084507045,"λόγος","λόγος","G30560",71,"For λόγος - Specific alignment ""λόγος = a word"" used infrequently: 2.8% out of 71 total alignments, threshold 5%","","","",""
"1co","12","8","6","λόγος",1,0,"a word",2,0,"λόγος = a word",2.8169014084507045,"λόγος","λόγος","G30560",71,"For λόγος - Specific alignment ""λόγος = a word"" used infrequently: 2.8% out of 71 total alignments, threshold 5%","","","",""
"1co","12","9","4","αὐτῷ",1,0,"same",1,0,"αὐτῷ = same",0.5861664712778429,"αὐτῷ","αὐτός","G08460",853,"For αὐτῷ - Specific alignment ""αὐτῷ = same"" used infrequently: 0.6% out of 853 total alignments, threshold 5%","","","",""
"1co","13","2","16","ὥστε",1,0,"so as",2,0,"ὥστε = so as",4.761904761904762,"ὥστε","ὥστε","G56200",84,"For ὥστε - Specific alignment ""ὥστε = so as"" used infrequently: 4.8% out of 84 total alignments, threshold 5%","","","",""
"1co","14","15","14","Πνεύματι",1,0,"spirit",1,0,"Πνεύματι = spirit",2.5316455696202533,"Πνεύματι","πνεῦμα","G41510",79,"For Πνεύματι - Specific alignment ""Πνεύματι = spirit"" used infrequently: 2.5% out of 79 total alignments, threshold 5%","","","",""
"1co","14","15","5","Πνεύματι",1,0,"spirit",1,0,"Πνεύματι = spirit",2.5316455696202533,"Πνεύματι","πνεῦμα","G41510",79,"For Πνεύματι - Specific alignment ""Πνεύματι = spirit"" used infrequently: 2.5% out of 79 total alignments, threshold 5%","","","",""
"1co","14","17","2","μὲν",1,0,"certainly",1,0,"μὲν = certainly",0.78125,"μὲν","μέν","G33030",128,"For μὲν - Specific alignment ""μὲν = certainly"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"1co","14","19","3","θέλω",1,0,"I would rather",3,0,"θέλω = I would rather",2.0408163265306123,"θέλω","θέλω","G23090",49,"For θέλω - Specific alignment ""θέλω = I would rather"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"1co","14","2","8","Θεῷ",1,0,"to God",2,0,"Θεῷ = to God",3.508771929824561,"Θεῷ","θεός","G23160",171,"For Θεῷ - Specific alignment ""Θεῷ = to God"" used infrequently: 3.5% out of 171 total alignments, threshold 5%","","","",""
"1co","14","23","8","αὐτὸ",1,0,"same place",2,0,"αὐτὸ = same place",2.666666666666667,"αὐτὸ","αὐτός","G08460",75,"For αὐτὸ - Specific alignment ""αὐτὸ = same place"" used infrequently: 2.7% out of 75 total alignments, threshold 5%","","","",""
"1co","14","25","2","τῆς καρδίας",2,0,"of",1,0,"τῆς καρδίας = of",2.9850746268656714,"καρδίας","καρδία","G25880",67,"For καρδίας - Specific alignment ""τῆς καρδίας = of"" used infrequently: 3.0% out of 67 total alignments, threshold 5%","","","",""
"1co","14","26","15","ἔχει",1,0,"or has",2,0,"ἔχει = or has",0.9174311926605505,"ἔχει","ἔχω","G21920",109,"For ἔχει - Specific alignment ""ἔχει = or has"" used infrequently: 0.9% out of 109 total alignments, threshold 5%","","","",""
"1co","14","31","4","καθ’ ἕνα",2,0,"one by one",3,0,"καθ’ ἕνα = one by one",2.3255813953488373,"ἕνα","εἷς","G15200",43,"For ἕνα - Specific alignment ""καθ’ ἕνα = one by one"" used infrequently: 2.3% out of 43 total alignments, threshold 5%","","","",""
"1co","14","32","2","προφητῶν",1,0,"of prophets",2,0,"προφητῶν = of prophets",4.761904761904762,"προφητῶν","προφήτης","G43960",42,"For προφητῶν - Specific alignment ""προφητῶν = of prophets"" used infrequently: 4.8% out of 42 total alignments, threshold 5%","","","",""
"1co","14","33","7","ὡς",1,0,"As",1,0,"ὡς = As",2.9469548133595285,"ὡς","ὡς","G56130",509,"For ὡς - Specific alignment ""ὡς = As"" used infrequently: 2.9% out of 509 total alignments, threshold 5%","","","",""
"1co","14","7","3","φωνὴν",1,0,"sounds",1,0,"φωνὴν = sounds",2.3255813953488373,"φωνὴν","φωνή","G54560",43,"For φωνὴν - Specific alignment ""φωνὴν = sounds"" used infrequently: 2.3% out of 43 total alignments, threshold 5%","","","",""
"1co","14","8","4","φωνὴν",1,0,"an",1,0,"φωνὴν = an",2.3255813953488373,"φωνὴν","φωνή","G54560",43,"For φωνὴν - Specific alignment ""φωνὴν = an"" used infrequently: 2.3% out of 43 total alignments, threshold 5%","","","",""
"1co","14","8","6","φωνὴν",1,0,"sound",1,0,"φωνὴν = sound",2.3255813953488373,"φωνὴν","φωνή","G54560",43,"For φωνὴν - Specific alignment ""φωνὴν = sound"" used infrequently: 2.3% out of 43 total alignments, threshold 5%","","","",""
"1co","14","9","6","λόγον",1,0,"speech",1,0,"λόγον = speech",0.7462686567164178,"λόγον","λόγος","G30560",134,"For λόγον - Specific alignment ""λόγον = speech"" used infrequently: 0.7% out of 134 total alignments, threshold 5%","","","",""
"1co","15","23","13","τοῦ Χριστοῦ",2,0,"to Christ",2,0,"τοῦ Χριστοῦ = to Christ",0.7843137254901961,"Χριστοῦ","χριστός","G55470",255,"For Χριστοῦ - Specific alignment ""τοῦ Χριστοῦ = to Christ"" used infrequently: 0.8% out of 255 total alignments, threshold 5%","","","",""
"1co","15","38","0","ὁ δὲ Θεὸς",3,0,"But God",2,0,"ὁ δὲ Θεὸς = But God",0.41841004184100417,"Θεὸς","θεός","G23160",239,"For Θεὸς - Specific alignment ""ὁ δὲ Θεὸς = But God"" used infrequently: 0.4% out of 239 total alignments, threshold 5%","For Θεὸς - Too many original language words in alignment: 3, threshold 3","","",""
"1co","15","38","2","αὐτῷ",1,0,"it",1,0,"αὐτῷ = it",2.2274325908558033,"αὐτῷ","αὐτός","G08460",853,"For αὐτῷ - Specific alignment ""αὐτῷ = it"" used infrequently: 2.2% out of 853 total alignments, threshold 5%","","","",""
"1co","15","38","3","σῶμα",1,0,"a body",2,0,"σῶμα = a body",3.3333333333333335,"σῶμα","σῶμα","G49830",60,"For σῶμα - Specific alignment ""σῶμα = a body"" used infrequently: 3.3% out of 60 total alignments, threshold 5%","","","",""
"1co","15","39","6","ἄλλη μὲν",2,0,"there is one",3,0,"ἄλλη μὲν = there is one",0.78125,"μὲν","μέν","G33030",128,"For μὲν - Specific alignment ""ἄλλη μὲν = there is one"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"1co","15","40","11","ἑτέρα μὲν",2,0,"is one kind",3,0,"ἑτέρα μὲν = is one kind",0.78125,"μὲν","μέν","G33030",128,"For μὲν - Specific alignment ""ἑτέρα μὲν = is one kind"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"1co","15","44","1","σῶμα",1,0,"a",1,0,"σῶμα = a",5.0,"σῶμα","σῶμα","G49830",60,"For σῶμα - Specific alignment ""σῶμα = a"" used infrequently: 5.0% out of 60 total alignments, threshold 5%","","","",""
"1co","15","44","10","σῶμα",1,0,"a",1,0,"σῶμα = a",5.0,"σῶμα","σῶμα","G49830",60,"For σῶμα - Specific alignment ""σῶμα = a"" used infrequently: 5.0% out of 60 total alignments, threshold 5%","","","",""
"1co","15","44","5","σῶμα",1,0,"a",1,0,"σῶμα = a",5.0,"σῶμα","σῶμα","G49830",60,"For σῶμα - Specific alignment ""σῶμα = a"" used infrequently: 5.0% out of 60 total alignments, threshold 5%","","","",""
"1co","15","45","14","εἰς πνεῦμα",2,0,"a",1,0,"εἰς πνεῦμα = a",1.8867924528301887,"πνεῦμα","πνεῦμα","G41510",53,"For πνεῦμα - Specific alignment ""εἰς πνεῦμα = a"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"1co","15","45","16","εἰς πνεῦμα",2,0,"spirit",1,0,"εἰς πνεῦμα = spirit",1.8867924528301887,"πνεῦμα","πνεῦμα","G41510",53,"For πνεῦμα - Specific alignment ""εἰς πνεῦμα = spirit"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"1co","15","47","4","γῆς",1,0,"the earth",2,0,"γῆς = the earth",1.3793103448275863,"γῆς","γῆ","G10930",145,"For γῆς - Specific alignment ""γῆς = the earth"" used infrequently: 1.4% out of 145 total alignments, threshold 5%","","","",""
"1co","15","54","15","λόγος",1,0,"saying",1,0,"λόγος = saying",2.8169014084507045,"λόγος","λόγος","G30560",71,"For λόγος - Specific alignment ""λόγος = saying"" used infrequently: 2.8% out of 71 total alignments, threshold 5%","","","",""
"1co","15","57","0","τῷ δὲ Θεῷ",3,0,"But",1,0,"τῷ δὲ Θεῷ = But",1.1695906432748537,"Θεῷ","θεός","G23160",171,"For Θεῷ - Specific alignment ""τῷ δὲ Θεῷ = But"" used infrequently: 1.2% out of 171 total alignments, threshold 5%","For Θεῷ - Too many original language words in alignment: 3, threshold 3","","",""
"1co","15","57","1","χάρις",1,0,"thanks be",2,0,"χάρις = thanks be",5.0,"χάρις","χάρις","G54850",60,"For χάρις - Specific alignment ""χάρις = thanks be"" used infrequently: 5.0% out of 60 total alignments, threshold 5%","","","",""
"1co","15","57","2","τῷ δὲ Θεῷ",3,0,"to God",2,0,"τῷ δὲ Θεῷ = to God",1.1695906432748537,"Θεῷ","θεός","G23160",171,"For Θεῷ - Specific alignment ""τῷ δὲ Θεῷ = to God"" used infrequently: 1.2% out of 171 total alignments, threshold 5%","For Θεῷ - Too many original language words in alignment: 3, threshold 3","","",""
"1co","16","10","6","γένηται",1,0,"he might be",3,0,"γένηται = he might be",1.8867924528301887,"γένηται","γίνομαι","G10960",53,"For γένηται - Specific alignment ""γένηται = he might be"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"1co","16","15","4","οἰκίαν",1,0,"household",1,0,"οἰκίαν = household",2.380952380952381,"οἰκίαν","οἰκία","G36140",42,"For οἰκίαν - Specific alignment ""οἰκίαν = household"" used infrequently: 2.4% out of 42 total alignments, threshold 5%","","","",""
"1co","16","3","11","τὴν χάριν",2,0,"gift",1,0,"τὴν χάριν = gift",1.9230769230769231,"χάριν","χάρις","G54850",52,"For χάριν - Specific alignment ""τὴν χάριν = gift"" used infrequently: 1.9% out of 52 total alignments, threshold 5%","","","",""
"1co","16","7","3","θέλω",1,0,"desire",1,0,"θέλω = desire",2.0408163265306123,"θέλω","θέλω","G23090",49,"For θέλω - Specific alignment ""θέλω = desire"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"1co","2","1","0","ἐλθὼν",1,0,"When",1,0,"ἐλθὼν = When",1.7241379310344827,"ἐλθὼν","ἔρχομαι","G20640",58,"For ἐλθὼν - Specific alignment ""ἐλθὼν = When"" used infrequently: 1.7% out of 58 total alignments, threshold 5%","","","",""
"1co","2","1","6","ἦλθον",1,0,"I",1,0,"ἦλθον = I",4.3478260869565215,"ἦλθον","ἔρχομαι","G20640",69,"For ἦλθον - Specific alignment ""ἦλθον = I"" used infrequently: 4.3% out of 69 total alignments, threshold 5%","","","",""
"1co","2","13","13","Πνεύματος",1,0,"by the Spirit",3,0,"Πνεύματος = by the Spirit",0.8849557522123894,"Πνεύματος","πνεῦμα","G41510",113,"For Πνεύματος - Specific alignment ""Πνεύματος = by the Spirit"" used infrequently: 0.9% out of 113 total alignments, threshold 5%","","","",""
"1co","2","14","13","καὶ οὐ δύναται",3,0,"He cannot",2,0,"καὶ οὐ δύναται = He cannot",1.2345679012345678,"δύναται","δύναμαι","G14100",81,"For δύναται - Specific alignment ""καὶ οὐ δύναται = He cannot"" used infrequently: 1.2% out of 81 total alignments, threshold 5%","For δύναται - Too many original language words in alignment: 3, threshold 3","","",""
"1co","2","15","6","αὐτὸς",1,0,"he himself",2,0,"αὐτὸς = he himself",2.027027027027027,"αὐτὸς","αὐτός","G08460",148,"For αὐτὸς - Specific alignment ""αὐτὸς = he himself"" used infrequently: 2.0% out of 148 total alignments, threshold 5%","","","",""
"1co","2","4","1","καὶ ὁ λόγος",3,0,"message",1,0,"καὶ ὁ λόγος = message",1.4084507042253522,"λόγος","λόγος","G30560",71,"For λόγος - Specific alignment ""καὶ ὁ λόγος = message"" used infrequently: 1.4% out of 71 total alignments, threshold 5%","For λόγος - Too many original language words in alignment: 3, threshold 3","","",""
"1co","2","5","11","Θεοῦ",1,0,"God s",2,0,"Θεοῦ = God s",3.2303370786516856,"Θεοῦ","θεός","G23160",712,"For Θεοῦ - Specific alignment ""Θεοῦ = God s"" used infrequently: 3.2% out of 712 total alignments, threshold 5%","","","",""
"1co","2","7","2","Θεοῦ",1,0,"God s",2,0,"Θεοῦ = God s",3.2303370786516856,"Θεοῦ","θεός","G23160",712,"For Θεοῦ - Specific alignment ""Θεοῦ = God s"" used infrequently: 3.2% out of 712 total alignments, threshold 5%","","","",""
"1co","2","9","5","εἶδεν",1,0,"has",1,0,"εἶδεν = has",2.272727272727273,"εἶδεν","ὁράω","G37080",44,"For εἶδεν - Specific alignment ""εἶδεν = has"" used infrequently: 2.3% out of 44 total alignments, threshold 5%","","","",""
"1co","2","9","7","εἶδεν",1,0,"seen",1,0,"εἶδεν = seen",4.545454545454546,"εἶδεν","ὁράω","G37080",44,"For εἶδεν - Specific alignment ""εἶδεν = seen"" used infrequently: 4.5% out of 44 total alignments, threshold 5%","","","",""
"1co","3","13","15","αὐτὸ",1,0,"itself",1,0,"αὐτὸ = itself",1.3333333333333335,"αὐτὸ","αὐτός","G08460",75,"For αὐτὸ - Specific alignment ""αὐτὸ = itself"" used infrequently: 1.3% out of 75 total alignments, threshold 5%","","","",""
"1co","3","16","6","Θεοῦ",1,0,"God s",2,0,"Θεοῦ = God s",3.2303370786516856,"Θεοῦ","θεός","G23160",712,"For Θεοῦ - Specific alignment ""Θεοῦ = God s"" used infrequently: 3.2% out of 712 total alignments, threshold 5%","","","",""
